Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1981-06-12,Raiders of the Lost Ark,7.927,18000000,389925971,"Adventure, Action","egypt, treasure, medallion, swastika, saving the world, nepal, himalaya mountain range, cairo, moses, hat, whip, leather jacket, mediterranean, ark of the covenant, ten commandments, nazi, excavation, riddle, treasure hunt, archaeologist, adventurer, archeology, religious history, 1930s",Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies, Ronald Lacey","Paramount, Lucasfilm Ltd."
1981-06-24,For Your Eyes Only,6.521,28000000,187412802,"Adventure, Action, Thriller","sea, assassin, london, england, smuggling (contraband), submarine, undercover, england, secret mission, olympic games, secret intelligence service, drug trafficking, mountain, kgb, coral reef, ski jump, parrot, cryptographic device, figure skating, motorcycle, monastery, british secret service, snow skiing",John Glen,"Roger Moore, Carole Bouquet, Topol, Julian Glover, Lynn-Holly Johnson","United Artists, EON Productions, Danjaq"
1981-11-13,Porky's,6.398,4000000,125700000,Comedy,"virgin, florida, everglades, stripper, loss of virginity, redneck, school, hijinks, racism, lust, peeping tom, teaching, misadventure, sex comedy, duringcreditsstinger, voyeur, virginity, 1950s",Bob Clark,"Dan Monahan, Mark Herrier, Wyatt Knight, Cyril O'Reilly, Kaki Hunter","Melvin Simon Productions, Astral Bellevue Pathé, 20th Century Fox"
1981-12-01,On Golden Pond,7.268,15000000,119285432,"Drama, Romance","daughter, lake, parent child relationship, son, based on play or musical, family relationships, family holiday, new england, family conflict, lake house",Mark Rydell,"Katharine Hepburn, Henry Fonda, Jane Fonda, Doug McKeon, Dabney Coleman","Universal Pictures, IPC Films, ITC Entertainment"
1981-07-17,Arthur,6.491,7000000,95461682,"Comedy, Drama, Romance","new york city, waitress, butler, theft, comic drunk",Steve Gordon,"Dudley Moore, Liza Minnelli, John Gielgud, Geraldine Fitzgerald, Jill Eikenberry","Orion Pictures, Jack Rollins & Charles H. Joffe Productions"
1981-06-26,Stripes,6.556,10000000,85300000,"Action, Comedy","date, ex-girlfriend, military spoof, us army",Ivan Reitman,"Bill Murray, Harold Ramis, Warren Oates, P.J. Soles, Sean Young",Columbia Pictures
1981-09-17,Das Boot,8.1,14000000,85000000,"Drama, History, War","based on novel or book, submarine, war correspondent, atlantic ocean, gibraltar, world war ii, duty, suicide mission, drinking, sailor, convoy, destroyer, naval warfare, naval battle, battle of the atlantic",Wolfgang Petersen,"Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch, Martin Semmelrogge","Radiant Film GmbH, Süddeutscher Rundfunk, Bavaria Film, Twin Bros. Productions, Columbia Pictures, WDR, PSO"
1981-06-19,The Cannonball Run,6.123,18000000,72179579,"Action, Comedy",cross country race,Hal Needham,"Burt Reynolds, Roger Moore, Farrah Fawcett, Dom DeLuise, Dean Martin","Albert S. Ruddy Productions, 20th Century Fox, Orange Sky Golden Harvest"
1981-05-15,Chariots of Fire,6.796,5500000,58972904,"Drama, History","underdog, sports, scotland, missionary, olympic games, jewry, patriotism, mayor, praline, olympian sports team, ambition, based on true story, athletics, olympic athlete, cambridge university",Hugh Hudson,"Ben Cross, Ian Charleson, Cheryl Campbell, Alice Krige, Nigel Havers","Enigma Productions, Allied Stars, 20th Century Fox"
1981-12-16,Quest for Fire,7.048,12000000,55260558,"Adventure, Drama","fire, based on novel or book, mammoth, stone age, bear, prehistory, ape man, saber-toothed tiger, cavemen, neanderthal, wolves, cenozoic",Jean-Jacques Annaud,"Everett McGill, Ron Perlman, Nicholas Kadi, Rae Dawn Chong, Gary Schwartz","Belstar Productions, Stéphan Films, International Cinema Corporation (ICC), Ciné Trail, Gruskoff Film Organization, Royal Bank of Canada, Famous Players Limited, 20th Century Fox"
1981-05-22,The Four Seasons,6.205,0,50427646,"Comedy, Drama, Romance","vacation, divorce",Alan Alda,"Alan Alda, Carol Burnett, Len Cariou, Sandy Dennis, Rita Moreno",Universal Pictures
1981-05-23,Escape from New York,7.059,6000000,50244700,"Science Fiction, Action","new york city, taxi, martial arts, street gang, usa president, war veteran, kidnapping, hostage, liberation of prisoners, gangster, dystopia, anti hero, post-apocalyptic future, wrestling, villain, attempt to escape, rescue mission, police operation, cyberpunk, urban setting, reluctant hero",John Carpenter,"Kurt Russell, Lee Van Cleef, Ernest Borgnine, Donald Pleasence, Isaac Hayes","AVCO Embassy Pictures, Goldcrest, International Film Investors, City Films"
1981-07-13,Time Bandits,6.607,5000000,42365581,"Family, Fantasy, Science Fiction, Adventure, Comedy","treasure, dwarf, pig, magic, map, titanic, time travel, robin hood, tank, satire, napoleon bonaparte, cage, minotaur, burglary, steampunk, arm wrestling, ancient greece, giant, ogre, turned into animal",Terry Gilliam,"Craig Warnock, David Rappaport, Kenny Baker, Mike Edmonds, Malcolm Dixon",HandMade Films
1981-06-12,Clash of the Titans,6.861,12000000,41092328,"Adventure, Fantasy","witch, octopus, riddle, mythology, greek mythology, pegasus, zeus, giant bird, medusa, seagull, poseidon, sea monster, perseus, kraken, gods, ancient greece, folklore, based on myths, legends or folklore, hera, vulture, vindictive, owl, epic fantasy",Desmond Davis,"Harry Hamlin, Judi Bowker, Burgess Meredith, Maggie Smith, Ursula Andress","Peerford Ltd., Metro-Goldwyn-Mayer, Charles H. Schneer Productions"
1981-11-19,Absence of Malice,6.6,12000000,40716963,"Crime, Drama, Romance","murder, prosecutor, newspaper reporter, labor union, legal thriller",Sydney Pollack,"Sally Field, Paul Newman, Bob Balaban, Melinda Dillon, Luther Adler","Mirage Enterprises, Columbia Pictures"
1981-12-25,Reds,6.895,35000000,40382659,"Drama, History, Romance","husband wife relationship, world war i, war correspondent, biography, based on true story, co-workers relationship, docudrama, russian revolution (1917), russian history, greenwich village, russian civil war (1918-21), 1920s, 1910s, political repression, government witch hunt, bolshevism, soviet union history, american journalist",Warren Beatty,"Warren Beatty, Diane Keaton, Edward Herrmann, Jerzy Kosiński, Jack Nicholson","JRS Productions, Barclays Mercantile Industrial Finance, Paramount"
1981-07-24,Nice Dreams,5.9,0,37000000,Comedy,"limousine, cannabis, stoned, pot smoking, endo, mental institution, racism, lust, muggle, hispanic, sexual desire, marijuana joint, marijuana pipe, double act, exotic dancer, driving while stoned, ganja",Tommy Chong,"Cheech Marin, Tommy Chong, Stacy Keach, Evelyn Guerrero, Sandra Bernhard","Columbia Pictures, C & C Brown Production"
1981-08-07,Tarzan: The Ape Man,4.1,0,36565280,"Action, Adventure, Comedy",,John Derek,"Bo Derek, Richard Harris, John Phillip Law, Miles O'Keeffe, Steve Strong","Metro-Goldwyn-Mayer, Svengali Productions"
1981-12-20,Taps,6.8,14000000,35900000,"War, Drama","cadet, gun, school shooting, military academy, hostile takeover, die hard scenario, last stand, military school, older man younger man relationship, military funeral",Harold Becker,"George C. Scott, Timothy Hutton, Ronny Cox, Sean Penn, Tom Cruise",20th Century Fox
1981-12-18,Sharky's Machine,6.012,17500000,35610100,"Crime, Drama, Action, Thriller","martial arts, robbery, police, jazz, transvestism, gangster, finger, vice, revenge, murder, scam, prostitution, white slavery",Burt Reynolds,"Burt Reynolds, Rachel Ward, Henry Silva, Brian Keith, Vittorio Gassman","Deliverance Productions, Warner Bros. Pictures"
