Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
2021-11-03,Eternals,6.914,200000000,402064899,"Science Fiction, Action, Adventure","superhero, supernatural, based on comic, alien, super power, aftercreditsstinger, marvel cinematic universe (mcu), sign languages, ancient, god-like",Chloé Zhao,"Gemma Chan, Richard Madden, Angelina Jolie, Kumail Nanjiani, Barry Keoghan",Marvel Studios
2021-09-15,Dune,7.786,165000000,402027830,"Science Fiction, Adventure","empire, future, epic, army, based on novel or book, prophecy, dystopia, emperor, sand, spice, hallucinogen, treason, baron, revenge, premonition, betrayal, space, water shortage, creature, desert, knife fight, destiny, giant worm, space opera, sand dune, messiah, mother son relationship, giant creature",Denis Villeneuve,"Timothée Chalamet, Rebecca Ferguson, Oscar Isaac, Josh Brolin, Stellan Skarsgård",Legendary Pictures
2021-07-07,Black Widow,7.3,200000000,379751131,"Action, Adventure, Science Fiction","assassin, hero, spy, kgb, based on comic, female assassin, female spy, female hero, aftercreditsstinger, marvel cinematic universe (mcu), woman director",Cate Shortland,"Scarlett Johansson, Florence Pugh, Rachel Weisz, David Harbour, Ray Winstone",Marvel Studios
2021-08-11,Free Guy,7.537,110000000,331526598,"Comedy, Adventure, Science Fiction","hero, artificial intelligence (a.i.), video game, virtual reality, gun, code, gamer, bank robbery, bank teller, programmer, mmorpg, heroic",Shawn Levy,"Ryan Reynolds, Jodie Comer, Joe Keery, Lil Rel Howery, Utkarsh Ambudkar","Berlanti Productions, 21 Laps Entertainment, Maximum Effort, Lit Entertainment Group, 20th Century Studios"
2021-05-21,A Quiet Place Part II,7.504,61000000,297400000,"Science Fiction, Thriller, Horror","island, post-apocalyptic future, radio transmission, alien life-form, child in peril, sequel, alien, psychological thriller, creature, alien invasion, parenting, survival horror, alien monster, human vs alien, sign languages, alien attack, hearing impaired",John Krasinski,"Emily Blunt, John Krasinski, Millicent Simmonds, Noah Jupe, Cillian Murphy","Paramount, Platinum Dunes, Sunday Night, Buffalo FilmWorks"
2021-10-13,Encanto,7.622,50000000,253000000,"Animation, Comedy, Family, Fantasy","strong woman, magic, sadness, immigration, supernatural, beauty, musical, big family, forest, family secrets, family relationships, flamenco, joy of life, teenage girl, female protagonist, family conflict, helping children, matriarch, colombia","Byron Howard, Jared Bush","Stephanie Beatriz, María Cecilia Botero, John Leguizamo, Diane Guerrero, Jessica Darrow","Walt Disney Animation Studios, Walt Disney Pictures"
2021-05-26,Cruella,8.045,200000000,233503234,"Comedy, Crime","1970s, anti hero, villain, punk rock, fashion designer, fashion, origin story, live action remake",Craig Gillespie,"Emma Stone, Emma Thompson, Joel Fry, Paul Walter Hauser, Mark Strong","Walt Disney Pictures, Gunn Films, Marc Platt Productions"
2021-07-28,Jungle Cruise,7.41,200000000,220889446,"Action, Adventure, Fantasy","jungle, riverboat, 1910s, amazon river, based on theme park ride",Jaume Collet-Serra,"Dwayne Johnson, Emily Blunt, Edgar Ramírez, Jack Whitehall, Jesse Plemons","Walt Disney Pictures, Seven Bucks Productions, Davis Entertainment, Flynn Picture Company, TSG Entertainment, Zaftig Films"
2021-05-25,The Conjuring: The Devil Made Me Do It,7.472,39000000,206431050,"Horror, Mystery, Thriller","supernatural, exorcism, connecticut, sequel, paranormal investigation, 1980s, religious horror, the conjuring universe",Michael Chaves,"Patrick Wilson, Vera Farmiga, Ruairí O'Connor, Sarah Catherine Hook, Julian Hilliard","New Line Cinema, The Safran Company, Atomic Monster"
2021-07-28,Raging Fire,6.913,0,205000000,"Action, Crime, Thriller",revenge,Benny Chan,"Donnie Yen, Nicholas Tse, Qin Lan, Ray Lui, Patrick Tam","Tencent Pictures, Super Bullet Pictures, Emperor Film Production, One Cool Film Production, Emperor Motion Pictures, Tianjin Maoyan Media"
