Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1985-07-03,Back to the Future,8.313,19000000,381109762,"Adventure, Comedy, Science Fiction","flying car, race against time, clock tower, car race, lightning, guitar, plutonium, inventor, journey in the past, invention, time travel, bullying, mad scientist, fish out of water, terrorism, teenage love, destiny, hidden identity, love and romance, teenage life, changing the past or future, 1950s",Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Thomas F. Wilson","Universal Pictures, Amblin Entertainment"
1985-11-21,Rocky IV,7.075,31000000,300473716,Drama,"dying and death, friendship, transporter, sports, loss of loved one, cold war, soviet union, boxer, kgb, training, victory, matter of life and death, loss of powers, revenge, siberia, christmas, boxing",Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Dolph Lundgren","Winkler Films, United Artists"
1985-05-21,Rambo: First Blood Part II,6.626,44000000,300400432,"Action, Adventure, Thriller, War","vietnam war, vietnam veteran, vietnam, helicopter, government, prisoner, chase, submachine gun, liberation of prisoners, photography, machinegun, prisoner of war, liberation, leech, us army, forest, sequel, revenge, torture, soldier, explosion, bow and arrow, exploding body, agent, russian army, electrical torture, denunciation",George P. Cosmatos,"Sylvester Stallone, Richard Crenna, Charles Napier, Steven Berkoff, Julia Nickson","Carolco Pictures, Estudios Churubusco Azteca, Anabasis N.V."
1985-12-20,Out of Africa,7.2,31000000,227514205,"History, Romance, Drama","farm, infidelity, africa, lion, safari, nairobi, romance, kenya, based on memoir or autobiography, syphilis, danish, historical drama, 1910s, big game hunter, cuckolded husband",Sydney Pollack,"Robert Redford, Meryl Streep, Klaus Maria Brandauer, Michael Kitchen, Malick Bowens","Universal Pictures, Mirage Entertainment, Mirage Enterprises"
1985-05-24,A View to a Kill,6.223,30000000,152427960,"Adventure, Action, Thriller","london, england, helicopter, fire, drug abuse, france, paris, france, england, san francisco, california, horse race, secret identity, fire engine, villain, earthquake, ascot, silicon valley, zeppelin, snowboarding, microchip, doping, racehorse, flooding, snow, golden gate bridge, terrorism, british secret service, snow skiing, eiffel tower, paris, firefighter",John Glen,"Roger Moore, Tanya Roberts, Christopher Walken, Grace Jones, Patrick Macnee","EON Productions, United Artists, Danjaq"
1985-07-13,Live Aid,7.9,0,150000000,"Music, Documentary",concert film,"Kenneth Shapiro, Vincent Scarza","Bob Dylan, David Bowie, Mick Jagger, Paul McCartney, Madonna","BBC, MTV"
1985-12-18,The Color Purple,7.746,15000000,146300000,Drama,"prison, rape, sibling relationship, jazz, southern usa, africa, black people, empowerment, adoption, violent father, violent husband, jazz singer or musician, letter, incest",Steven Spielberg,"Whoopi Goldberg, Danny Glover, Margaret Avery, Oprah Winfrey, Willard E. Pugh","Amblin Entertainment, The Guber-Peters Company, Warner Bros. Pictures"
1985-08-01,The Jewel of the Nile,6.22,25000000,96800000,"Adventure, Action, Comedy, Romance","sailboat, egypt, treasure, middle east, kidnapping, dictator, africa, riddle, sailing trip, palace, treasure hunt, sequel, guru, captive, desert, double cross, novelist, adventurer, archeology, soldier of fortune, romance novelist",Lewis Teague,"Michael Douglas, Kathleen Turner, Danny DeVito, Holland Taylor, Spiros Focás","SLM Production Group, Stone Group Pictures, 20th Century Fox"
1985-06-21,Cocoon,6.609,17500000,85300000,"Comedy, Drama, Science Fiction","florida, swimming pool, alien, mahjong, boat trouble, cocoon, senior citizen, retirement community, giving away money, retirement home, trespass, defibrillation, charter boat, elderly, benign alien, golden years, rejuvenate",Ron Howard,"Steve Guttenberg, Tahnee Welch, Brian Dennehy, Don Ameche, Wilford Brimley","SLM Production Group, Zanuck/Brown Productions, 20th Century Fox"
1985-08-23,Teen Wolf,6.176,1200000,80000000,"Comedy, Fantasy, Romance","high school, trainer, training, coming of age, werewolf, super power, teenager",Rod Daniel,"Michael J. Fox, James Hampton, Susan Ursitti, Jerry Levine, Matt Adler","Wolfkill, Atlantic Releasing Corporation"
1985-02-08,Witness,7.083,12000000,68706993,"Crime, Drama, Romance, Thriller","police brutality, philadelphia, pennsylvania, corruption, pennsylvania, usa, detective, amish, witness to murder, barn raising, silo, lancaster, pa",Peter Weir,"Harrison Ford, Kelly McGillis, Josef Sommer, Lukas Haas, Jan Rubeš",Paramount
1985-06-07,The Goonies,7.518,19000000,61389680,"Adventure, Comedy, Family","gang of thieves, treasure map, oregon, usa, gunfight, childhood friends, booby trap, water slide, foreclosure, walking the plank, lost treasure, social outcast, pirate ship, henchmen",Richard Donner,"Sean Astin, Josh Brolin, Jeff Cohen, Corey Feldman, Kerri Green","Amblin Entertainment, Warner Bros. Pictures"
1985-12-06,Spies Like Us,6.188,22000000,60088980,"Comedy, Adventure","cia, missile, spy, cold war, asia, kgb, bait",John Landis,"Chevy Chase, Dan Aykroyd, Steve Forrest, Donna Dixon, Bruce Davison","AAR Films, Warner Bros. Pictures"
1985-05-31,Fletch,6.724,8000000,59612888,"Comedy, Crime, Mystery","journalist, rio de janeiro, dirty cop, police corruption, disguise, assumed identity, heroin addict, cabana, country club, divorce lawyer, insurance scam, santa monica, california, social engineering",Michael Ritchie,"Chevy Chase, Joe Don Baker, Dana Wheeler-Nicholson, Richard Libertini, Tim Matheson",Universal Pictures
1985-10-03,Commando,6.668,10000000,57500000,"Action, Adventure, Thriller","daughter, martial arts, fight, kidnapping, mercenary, lone wolf, rescue mission, father, us army, gunfight, los angeles, california, terrorism, action hero",Mark L. Lester,"Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya, Vernon Wells, James Olson","SLM Production Group, Silver Pictures, 20th Century Fox"
1985-03-28,Police Academy 2: Their First Assignment,6.053,7600000,55600000,"Comedy, Crime","spying, handcuffs, investigation, police chief, police operation, police everyday life, police academy, commandant",Jerry Paris,"Steve Guttenberg, Bubba Smith, David Graf, Michael Winslow, Bruce Mahler","The Ladd Company, Warner Bros. Pictures"
1985-02-15,The Breakfast Club,7.8,1000000,51525171,"Comedy, Drama","high school, coming of age, teen angst, detention, teenage rebellion, stereotype, 1980s, one location, teenager",John Hughes,"Emilio Estevez, Judd Nelson, Molly Ringwald, Anthony Michael Hall, Ally Sheedy","Universal Pictures, A&M Films, Channel Productions"
1985-07-25,National Lampoon's European Vacation,6.167,17000000,49364621,"Adventure, Comedy, Romance","london, england, chaos, game show, travel, family vacation, eiffel tower, paris, marriage problems, interrupted vacation, woman director",Amy Heckerling,"Chevy Chase, Beverly D'Angelo, Dana Hill, Jason Lively, Eric Idle",Warner Bros. Pictures
1985-05-22,Brewster's Millions,6.6,20000000,45833132,Comedy,"new jersey, based on novel or book, photographer, baseball, dollar, remake, lawyer, millionaire, manhattan, new york city, inheritance challenge, extravagance, interior decorator, spending money, accounting fraud, mayoral campaign",Walter Hill,"Richard Pryor, John Candy, Lonette McKee, Stephen Collins, Jerry Orbach","Silver Pictures, Universal Pictures, Davis Entertainment, Lawrence Gordon Productions"
1985-03-08,Mask,7.2,7500000,42400000,Drama,"deformation, rocker, falling in love, single mother, disabled, body image, bikers, inner beauty",Peter Bogdanovich,"Cher, Sam Elliott, Eric Stoltz, Estelle Getty, Richard Dysart",Universal Pictures
