Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
2015-12-15,Star Wars: The Force Awakens,7.289,245000000,2068223624,"Adventure, Action, Science Fiction","android, spacecraft, space opera",J.J. Abrams,"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley","Lucasfilm Ltd., Bad Robot"
2015-06-06,Jurassic World,6.7,150000000,1671537444,"Action, Adventure, Science Fiction, Thriller","island, primal fear, escape, velociraptor, dna, tyrannosaurus rex, animal attack, sequel, dinosaur, creature, park, amusement park, theme park, genetic engineering, raptor, animal horror, mosasaurus",Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Ty Simpkins, Nick Robinson, Vincent D'Onofrio","Amblin Entertainment, Universal Pictures"
2015-04-01,Furious 7,7.236,190000000,1515341399,"Action, Thriller, Crime","car race, speed, street race, revenge, race, muscle car",James Wan,"Vin Diesel, Paul Walker, Jason Statham, Michelle Rodriguez, Jordana Brewster","Original Film, One Race, Universal Pictures"
2015-04-22,Avengers: Age of Ultron,7.3,365000000,1405403694,"Action, Adventure, Science Fiction","artificial intelligence (a.i.), superhero, based on comic, sequel, superhero team, duringcreditsstinger, marvel cinematic universe (mcu), fictitious country, evil robot",Joss Whedon,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson",Marvel Studios
2015-06-17,Minions,6.398,74000000,1156730962,"Family, Animation, Adventure, Comedy","assistant, aftercreditsstinger, duringcreditsstinger, evil mastermind, minions","Kyle Balda, Pierre Coffin","Sandra Bullock, Jon Hamm, Michael Keaton, Allison Janney, Steve Coogan","Illumination, Universal Pictures"
2015-10-26,Spectre,6.536,245000000,880674609,"Action, Adventure, Thriller","based on novel or book, spy, secret agent, sequel, mi6, british secret service, united kingdom",Sam Mendes,"Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes, Monica Bellucci","B24, Danjaq, EON Productions, Columbia Pictures, Metro-Goldwyn-Mayer"
2015-06-09,Inside Out,7.9,175000000,857611174,"Animation, Family, Adventure, Drama, Comedy","dream, san francisco, california, minnesota, sadness, cartoon, ice hockey, imaginary friend, elementary school, family relationships, memory, family, unicorn, running away, duringcreditsstinger, emotions",Pete Docter,"Amy Poehler, Phyllis Smith, Bill Hader, Kaitlyn Dias, Richard Kind","Pixar, Walt Disney Pictures"
2015-07-23,Mission: Impossible - Rogue Nation,7.195,150000000,682716636,"Action, Adventure","mission, london, england, spy, morocco, villain, austria, europe, sequel, conspiracy, vienna, austria, vienna opera",Christopher McQuarrie,"Tom Cruise, Jeremy Renner, Simon Pegg, Rebecca Ferguson, Ving Rhames","Paramount, Bad Robot, Odin, Skydance"
2015-11-18,The Hunger Games: Mockingjay - Part 2,6.891,160000000,653428261,"Action, Adventure, Science Fiction","strong woman, based on novel or book, revolution, dystopia, death match, based on young adult novel",Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks","Lionsgate, Color Force, Studio Babelsberg"
2015-09-30,The Martian,7.682,108000000,630600000,"Drama, Adventure, Science Fiction","spacecraft, planet mars, based on novel or book, nasa, isolation, botanist, alone, survival, space, engineering, stranded, astronaut, struggle for survival, duringcreditsstinger, deep space, potatoes, 2030s",Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Michael Peña","Scott Free Productions, Genre Films"
2015-02-11,Fifty Shades of Grey,5.883,40000000,571006128,"Drama, Romance, Thriller","bad smell, based on novel or book, eroticism, perversion, spanking, billionaire, rich, bdsm, woman director",Sam Taylor-Johnson,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford, Victor Rasuk","Focus Features, Michael De Luca Productions, Trigger Street Productions"
