Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
2004-05-19,Shrek 2,7.3,150000000,928760770,"Animation, Family, Comedy, Fantasy, Adventure","prison, princess, magic, kingdom, fairy tale, liberation, transformation, honeymoon, prince, parents-in-law, enchantment, sequel, anthropomorphism, dragon, ogre, cartoon donkey","Andrew Adamson, Kelly Asbury, Conrad Vernon","Mike Myers, Eddie Murphy, Cameron Diaz, Julie Andrews, Antonio Banderas","DreamWorks Animation, Pacific Data Images"
2004-05-31,Harry Potter and the Prisoner of Azkaban,8.019,130000000,789804554,"Adventure, Fantasy","witch, school friend, friendship, flying, magic, bus, traitor, child hero, school of witchcraft, black magic, time travel, school, best friend, werewolf, muggle, wizard, aftercreditsstinger, magical creature, night bus, teenage life, christmas, school class, based on young adult novel, magic spell",Alfonso Cuarón,"Daniel Radcliffe, Rupert Grint, Emma Watson, Robbie Coltrane, Michael Gambon","Warner Bros. Pictures, 1492 Pictures, Heyday Films, P of A Productions Limited"
2004-06-25,Spider-Man 2,7.263,200000000,788976453,"Action, Adventure, Fantasy","new york city, dual identity, love of one's life, secret identity, superhero, pizza boy, based on comic, sequel, doctor, scientist, tentacle, death, super villain, young adult",Sam Raimi,"Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina, Rosemary Harris","Marvel Enterprises, Laura Ziskin Productions, Columbia Pictures"
2004-10-27,The Incredibles,7.7,92000000,631442092,"Action, Adventure, Animation, Family","island, hero, secret identity, superhero, wretch, cartoon, lawsuit, family relationships, super power, 1950s, 1960s, superhero family",Brad Bird,"Craig T. Nelson, Holly Hunter, Sarah Vowell, Spencer Fox, Jason Lee","Pixar, Walt Disney Pictures"
2004-02-25,The Passion of the Christ,7.467,30000000,611900000,Drama,"mission, suffering, roman empire, christianity, jewry, roman, crucifixion, apostle, last supper, bible, satan, torture, brutality, jesus christ, christian film, aramaic, ancient language film",Mel Gibson,"Jim Caviezel, Maia Morgenstern, Christo Jivkov, Francesco De Vito, Monica Bellucci",Icon Productions
2004-05-26,The Day After Tomorrow,6.515,125000000,552639571,"Action, Adventure, Science Fiction, Thriller","government, saving the world, cataclysm, library, climate, climate change, greenhouse effect, tornado, twister, hurricane, hail, temperature drop, ice age, polar zone, meteorology, gulfstream, barrier ice, ice melting, third world, exodus, evacuation, natural disaster, disaster, snow, los angeles, california, antarctica, scientist, cell phone, environmental, doomsday, disaster movie, helicopter crash",Roland Emmerich,"Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Dash Mihok, Jay O. Sanders","The Mark Gordon Company, Centropolis Entertainment, 20th Century Fox, Lionsgate"
2004-12-22,Meet the Fockers,6.239,80000000,516642939,"Comedy, Romance","florida, cia, nurse, parent child relationship, anti-authoritarian upbringing, parents-in-law, orderly, just married, sex therapy, bad father-in-law, family, illegitimate son, meddling father",Jay Roach,"Ben Stiller, Robert De Niro, Dustin Hoffman, Barbra Streisand, Blythe Danner","Universal Pictures, DreamWorks Pictures, Tribeca Productions, Everyman Pictures"
2004-05-13,Troy,7.151,175000000,497409852,"Adventure, History, War, Action","epic, adultery, sibling relationship, hostility, bravery, mythology, beauty, trojan war, wall, fraud, sword fight, battlefield, historical fiction, ancient world, based on song, poem or rhyme, pyre, ancient greece, peplum, trojan horse, bronze age, sparta greece, helen of troy, homer's iliad, muscular men, ships, sword and sandal, helmet",Wolfgang Petersen,"Brad Pitt, Orlando Bloom, Eric Bana, Brian Cox, Sean Bean","Warner Bros. Pictures, Plan B Entertainment, Nimar Studios, Radiant Productions, Helena Productions, Latina Pictures"
2004-09-20,Shark Tale,6.024,75000000,367275019,"Animation, Action, Comedy, Family","fish, secret love, hero, mission of murder, threat of death, anthropomorphism, shark, woman director","Vicky Jenson, Bibo Bergeron, Rob Letterman","Will Smith, Robert De Niro, Renée Zellweger, Jack Black, Angelina Jolie",DreamWorks Animation
2004-12-09,Ocean's Twelve,6.565,110000000,362744280,"Thriller, Crime","rome, italy, sequel, heist, fabergé egg, golden egg, goon",Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Catherine Zeta-Jones, Andy García","Village Roadshow Pictures, Jerry Weintraub Productions, Section Eight, WV Films III, Warner Bros. Pictures"
2004-11-19,National Treasure,6.617,100000000,347512318,"Adventure, Action, Thriller, Mystery","new york city, treasure, philadelphia, pennsylvania, washington dc, usa, riddle, translation, expedition, secret society, constitution, wall street, treasure hunt, historical figure, historical fiction, church, archaeologist, based on myths, legends or folklore, revolutionary war, father son conflict, father son relationship, decipher, archaeology, declaration of independence, secret history, hidden clues, arctic circle",Jon Turteltaub,"Nicolas Cage, Diane Kruger, Justin Bartha, Sean Bean, Jon Voight","Walt Disney Pictures, Jerry Bruckheimer Films, Saturn Films, Junction Entertainment"
2004-07-15,"I, Robot",6.9,120000000,347234916,"Action, Science Fiction","chicago, illinois, future, man vs machine, hero, artificial intelligence (a.i.), based on novel or book, grandparent grandchild relationship, homicide, detective, dystopia, hologram, murder, robot as menace, car accident, robot, grandmother, robotics, humanoid robot, talking robot, self-driving car, homicide investigation, 2030s, robot companion, old robot, new robot",Alex Proyas,"Will Smith, Bridget Moynahan, Alan Tudyk, James Cromwell, Bruce Greenwood","Davis Entertainment, Laurence Mark Productions, Canlaws Productions, 20th Century Fox, Overbrook Entertainment, Mediastream Vierte Film GmbH & Co. Vermarktungs KG"
2004-11-10,The Polar Express,6.711,165000000,310634054,"Animation, Adventure, Family, Fantasy","faith, holiday, santa claus, nerd, bell, train, beard, north pole, trestle, ticket, train travel, christmas",Robert Zemeckis,"Tom Hanks, Leslie Zemeckis, Eddie Deezen, Nona Gaye, Peter Scolari","Golden Mean, Playtone, ImageMovers, Castle Rock Entertainment, Shangri-La Entertainment"
2004-05-03,Van Helsing,6.328,160000000,300257475,"Horror, Adventure, Action","transylvania, vampire, vatican, bite, castle, steampunk, werewolf, van helsing, notre dame cathedral, 19th century, mr. hyde, frankenstein, dracula",Stephen Sommers,"Hugh Jackman, Kate Beckinsale, Richard Roxburgh, David Wenham, Shuler Hensley","Universal Pictures, The Sommers Company, Stillking Films"
2004-07-23,The Bourne Supremacy,7.318,75000000,288500217,"Action, Drama, Thriller","sniper, assassin, berlin, germany, amnesia, based on novel or book, espionage, lie, sequel, on the run, shootout, foot chase, exploding house, one against many, rail car, dark past, moscow, russia, hand to hand combat, action hero, bourne, jason bourne",Paul Greengrass,"Matt Damon, Franka Potente, Brian Cox, Julia Stiles, Karl Urban","Universal Pictures, The Kennedy/Marshall Company, Hypnotic, Motion Picture THETA Produktionsgesellschaft, Ludlum Entertainment"
2004-11-10,Bridget Jones: The Edge of Reason,6.246,40000000,262500000,"Comedy, Romance","london, england, lovesickness, thailand, clumsy fellow, to drop brick, capture, woman director",Beeban Kidron,"Renée Zellweger, Colin Firth, Hugh Grant, Jacinda Barrett, Jim Broadbent","Miramax, Universal Pictures, Working Title Films, Atlantic Television, StudioCanal, Little Bird"
2004-07-30,The Village,6.442,60000000,256697520,"Drama, Mystery, Thriller","pennsylvania, usa, twist, forest, rural area, blindness, courtship, mentally handicapped man, aura, village council, bosque, plot twist",M. Night Shyamalan,"Bryce Dallas Howard, Joaquin Phoenix, Adrien Brody, William Hurt, Sigourney Weaver","Touchstone Pictures, Blinding Edge Pictures, Scott Rudin Productions"
2004-09-09,Howl's Moving Castle,8.403,24000000,236049757,"Fantasy, Animation, Adventure","witch, flying, rain, castle, scarecrow, body exchange, hatter, bakery, curse, steampunk, demon, anime, based on young adult novel",Hayao Miyazaki,"Chieko Baisho, Takuya Kimura, Akihiro Miwa, Tatsuya Gashûin, Ryunosuke Kamiki","Studio Ghibli, dentsu Music And Entertainment, Mitsubishi, Nippon Television Network Corporation, TFC, Tokuma Shoten, d-rights"
2004-06-25,Fahrenheit 9/11,7.084,6000000,222400000,Documentary,"saudi arabia, usa president, government, war on terror, socialism, jihad, iraq, 9/11, fake news, oil war",Michael Moore,"Michael Moore, John Conyers, Abdul Henderson, Craig Unger, George W. Bush","Fellowship Adventure Group, BIM Distribuzione, Questar Entertainment, Dog Eat Dog Films"
2004-08-04,Collateral,7.217,65000000,220239925,"Drama, Crime, Thriller","taxi, police, hitman, hostage, self-fulfilling prophecy, taxi driver, fbi, nightclub, briefcase, sociopath, professional hit, one night, gun violence, lapd, contract killer, neo-noir, cabbie, federal prosecutor, taxi ride, suspense thriller, los angeles airport (lax)",Michael Mann,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo, Peter Berg","Paramount, Parkes/MacDonald Productions, Edge City, DreamWorks Pictures"
