Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
2009-12-21,Alvin and the Chipmunks: The Squeakquel,5.6,75000000,443140005,"Comedy, Family, Animation, Fantasy, Music","chipmunk, aftercreditsstinger, duringcreditsstinger, woman director, live action and animation",Betty Thomas,"Zachary Levi, David Cross, Jason Lee, Justin Long, Matthew Gray Gubler","Fox 2000 Pictures, Bagdasarian Productions, Regency Enterprises, 20th Century Fox, Dune Entertainment"
2009-05-20,Night at the Museum: Battle of the Smithsonian,6.133,150000000,413106170,"Adventure, Fantasy, Action, Comedy, Family","museum, duringcreditsstinger, amelia earhart, smithsonian",Shawn Levy,"Ben Stiller, Amy Adams, Owen Wilson, Hank Azaria, Robin Williams","21 Laps Entertainment, 1492 Pictures, Dune Entertainment, Moving Picture Company, Museum Canada Productions, 20th Century Fox"
2009-05-06,Star Trek,7.434,150000000,385680446,"Science Fiction, Action, Adventure","spacecraft, teleportation, san francisco, california, time travel, space mission, parachute, black hole, supernova, prequel, futuristic, warp speed, warp engine, space, romulans, alternate reality, space opera, reboot, unlikely friendship, child driving car, 23rd century, based on tv series, 24th century",J.J. Abrams,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldaña, John Cho","Paramount, Spyglass Entertainment, Bad Robot"
2009-03-19,Monsters vs Aliens,6.213,175000000,381509870,"Animation, Family, Adventure, Science Fiction","alien, giant robot, duringcreditsstinger, 3d","Conrad Vernon, Rob Letterman","Reese Witherspoon, Seth Rogen, Hugh Laurie, Will Arnett, Kiefer Sutherland",DreamWorks Animation
2009-04-28,X-Men Origins: Wolverine,6.3,150000000,373062864,"Adventure, Action, Thriller, Science Fiction","army, corruption, superhero, mutant, boxer, based on comic, prequel, spin off, aftercreditsstinger, duringcreditsstinger",Gavin Hood,"Hugh Jackman, Liev Schreiber, Danny Huston, Lynn Collins, Kevin Durand","The Donners' Company, Seed Productions, 20th Century Fox"
2009-05-20,Terminator Salvation,6.046,200000000,371353001,"Action, Science Fiction, Thriller","army, artificial intelligence (a.i.), saving the world, prophecy, san francisco, california, gas station, cyborg, killer robot, dystopia, firearm, post-apocalyptic future, wartime, los angeles, california, terminator",McG,"Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter, Anton Yelchin","Columbia Pictures, The Halcyon Company, Wonderland Sound and Vision, Warner Bros. Pictures, Mandate International, Intermedia"
2009-04-02,Fast & Furious,6.678,85000000,363164265,"Action, Crime, Drama, Thriller","sibling relationship, car race, gambling, ex-lover, fast, car crash, cop, street race",Justin Lin,"Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster, John Ortiz","dentsu, Universal Pictures, Relativity Media, Original Film, One Race"
2009-11-04,A Christmas Carol,6.9,200000000,325300000,"Animation, Family, Fantasy","london, england, based on novel or book, holiday, greed, victorian england, money, ghost, lesson, christmas music, moneylender, christmas, 19th century, scrooge, christmas eve",Robert Zemeckis,"Jim Carrey, Gary Oldman, Colin Firth, Robin Wright, Cary Elwes","Walt Disney Pictures, ImageMovers Digital"
2009-07-24,The Ugly Truth,6.496,38000000,321700000,"Comedy, Romance","surgeon, sexism, romantic comedy, romance, television producer, morning show, relationship, sex toy, valentine's day, misogyny, opposites attract, sacramento",Robert Luketic,"Katherine Heigl, Gerard Butler, Eric Winter, Nick Searcy, Bree Turner","Lakeshore Entertainment, Relativity Media"
2009-08-19,Inglourious Basterds,8.2,70000000,321457747,"Drama, Thriller, War","guerrilla warfare, swastika, paris, france, nazi, self sacrifice, sadism, dynamite, mexican standoff, world war ii, jew persecution, masochism, anti-semitism, german occupation of france, british politics, adolf hitler",Quentin Tarantino,"Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender","The Weinstein Company, Universal Pictures, A Band Apart, Zehnte Babelsberg Film, Visiona Romantica, Peninsula Films"
