Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1988-12-02,Tequila Sunrise,6.058,23000000,105900000,"Thriller, Crime, Romance","drug dealer, restaurant owner, woman between two men, cop, organized crime, best friend, los angeles, california, drug lord, seaside town, best friends, best friends on opposite sides",Robert Towne,"Mel Gibson, Michelle Pfeiffer, Kurt Russell, Raúl Juliá, J.T. Walsh","Cinema City Films, The Mount Company, Warner Bros. Pictures"
1988-12-20,Working Girl,6.598,28000000,103173635,"Comedy, Romance, Drama","new york city, strong woman, love triangle, clerk, empowerment, feminism, career woman, business, female protagonist, staten island, new york city, working woman, female empowerment, determination, ferry",Mike Nichols,"Melanie Griffith, Harrison Ford, Sigourney Weaver, Alec Baldwin, Joan Cusack",20th Century Fox
1988-11-18,The Land Before Time,7.117,12500000,84460846,"Family, Animation, Adventure","vulkan, loss of loved one, tyrannosaurus rex, earthquake, primitive time, dinosaur",Don Bluth,"Gabriel Damon, Candace Hutson, Will Ryan, Judith Barsi, Helen Shaver","Sullivan Bluth Studios, U-Drive Productions, Amblin Entertainment, Lucasfilm Ltd., Universal Pictures"
1988-12-02,The Naked Gun: From the Files of Police Squad!,7.242,12000000,78756177,"Comedy, Crime","police, aquarium, baseball, parody, slapstick comedy, los angeles, california, terrorism, illegal drugs, criminal investigation, buddy cop, anarchic comedy, good versus evil, based on tv series",David Zucker,"Leslie Nielsen, Priscilla Presley, Ricardo Montalban, George Kennedy, O.J. Simpson",Paramount
1988-03-30,Beetlejuice,7.378,15000000,74800000,"Fantasy, Comedy","skeleton, afterlife, calypso, supernatural, arts, halloween, minister, possession, giant snake, surrealism, child bride, teenage girl, gothic, madness, ghost, property",Tim Burton,"Alec Baldwin, Geena Davis, Jeffrey Jones, Catherine O'Hara, Winona Ryder",Geffen Pictures
1988-11-18,Oliver & Company,6.719,31000000,74151346,"Animation, Comedy, Family","new york city, based on novel or book, dog, kitten, great dane",George Scribner,"Joey Lawrence, Billy Joel, Cheech Marin, Richard Mulligan, Roscoe Lee Browne","Walt Disney Pictures, Silver Screen Partners III, Walt Disney Feature Animation"
1988-10-29,Moonwalker,6.893,22000000,67000000,"Fantasy, Music","dancing, drug crime, gangster, entertainer, parody, stop motion, live performance, robot, claymation","Will Vinton, Colin Chilvers, Jerry Kramer","Michael Jackson, Joe Pesci, Sean Lennon, Kelley Parker, Brandon Quintin Adams","Ultimate Productions, Will Vinton Productions, The Michael Jackson Company, Lorimar Motion Pictures, Warner Bros. Pictures"
1988-02-26,Bloodsport,7.019,1500000,65000000,"Action, Thriller","martial arts, sports, biography, fistfight, sensei, mixed martial arts, hong kong, tournament, underground fighting, walled city, kowloon, action hero",Newt Arnold,"Jean-Claude Van Damme, Bolo Yeung, Donald Gibb, Leah Ayres, Norman Burton",Cannon Group
1988-07-15,A Fish Called Wanda,7.196,7500000,62493712,"Comedy, Crime","infidelity, robbery, cheating, heart attack, heist, lawyer, silencer, courtroom, american abroad, animal abuse, stuttering, yelling, killing a dog, cutical scissors, run over by a steamroller, gag, excuse, barrel, zoophilia, screwball, heathrow airport, stolen jewelry",Charles Crichton,"Jamie Lee Curtis, John Cleese, Kevin Kline, Michael Palin, Maria Aitken","Prominent Features, Metro-Goldwyn-Mayer, Fish Productions"
1988-11-22,Scrooged,6.798,32000000,60300000,"Fantasy, Comedy, Drama","holiday, tv ratings, ghost, duringcreditsstinger, christmas music, christmas",Richard Donner,"Bill Murray, Karen Allen, John Forsythe, John Glover, Bobcat Goldthwait","Paramount, Mirage Productions"
