Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1982-06-18,Firefox,6.003,18000000,70687344,"Science Fiction, Action, Adventure, Thriller","based on novel or book, flying, assault, pilot, kgb, kampfjet, fake identity, fighter jet",Clint Eastwood,"Clint Eastwood, Freddie Jones, David Huffman, Warren Clarke, Ronald Lacey","Malpaso Productions, Warner Bros. Pictures"
1982-07-23,The Best Little Whorehouse in Texas,6.2,27500000,69700000,Comedy,"governor, crusader, brothel, texas, musical, based on play or musical, conservative, prostitution, tv reporter, madame, busty, cat house, small town sheriff, censorship, secret relationship, clash of cultures, corrupt governor",Colin Higgins,"Burt Reynolds, Dolly Parton, Dom DeLuise, Charles Durning, Jim Nabors",Miller-Milkis-Boyett Productions
1982-05-21,Annie,6.495,35000000,57059003,"Comedy, Drama, Family","based on play or musical, based on comic, little girl, orphan, whistle, child's point of view, chrysler building, rockettes, locket",John Huston,"Aileen Quinn, Albert Finney, Carol Burnett, Ann Reinking, Tim Curry","Columbia Pictures, Rastar Productions"
1982-12-08,The Verdict,7.466,16000000,53977250,Drama,"coma, court, boston, massachusetts, redemption, alcoholic, courtroom, defense attorney, pinball machine, courtroom drama, medical malpractice",Sidney Lumet,"Paul Newman, Charlotte Rampling, Jack Warden, James Mason, Milo O’Shea",20th Century Fox
1982-12-10,The Toy,5.805,28000000,47118057,"Comedy, Family","department store, rich kid, trophy wife, job termination, richard pryor",Richard Donner,"Richard Pryor, Jackie Gleason, Ned Beatty, Scott Schwartz, Teresa Ganzel","Delphi Films, Columbia Pictures, Rastar Productions"
1982-02-20,Death Wish II,6.253,2000000,45000000,"Action, Crime, Drama","rape, police, gangster, drug trafficking, detective, anti hero, sequel, revenge, vigilante, hospital, los angeles, california, one man army, surveillance, one against many, rape and revenge, vigilante justice",Michael Winner,"Charles Bronson, Jill Ireland, Vincent Gardenia, J.D. Cannon, Anthony Franciosa","Golan-Globus Productions, City Film, Landers-Roberts Productions, Cannon Group, Filmways Pictures"
1982-06-25,Blade Runner,7.933,28000000,41722424,"Science Fiction, Drama, Thriller","android, flying car, bounty hunter, artificial intelligence (a.i.), genetics, based on novel or book, dystopia, futuristic, fugitive, cyberpunk, los angeles, california, alcoholic, tech noir, neo-noir, philosophical, blade runner, 2010s",Ridley Scott,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh","Shaw Brothers, The Ladd Company, Warner Bros. Pictures"
1982-12-17,The Dark Crystal,7.118,15000000,40600000,"Adventure, Family, Fantasy","race against time, mission, liberation, castle, mythical creature, puppetry, fantasy world, crystal, good versus evil, bizarre creatures","Frank Oz, Jim Henson","Jim Henson, Kathryn Mullen, Frank Oz, Dave Goelz, Steve Whitmire","Universal Pictures, Associated Film Distribution, Lord Grade Presents, ITC Entertainment, Henson Associates, Inc."
1982-04-01,The Sword and the Sorcerer,5.48,4000000,39103425,"Action, Adventure, Fantasy","princess, crucifixion, prince, mythology, resurrection, telekinesis, sword fight, torture chamber, sorcerer, king, barbarian, sword and sorcery",Albert Pyun,"Lee Horsley, Kathleen Beller, Simon MacCorkindale, George Maharis, Richard Lynch",Sorcerer Productions
1982-12-17,Best Friends,5.1,15000000,36800000,"Comedy, Romance","wedding reception, screenwriter, writing, honeymoon, hollywood, co-workers relationship, virginia, train travel, hollywood agent, wedding plans, buffalo, new york, married to best friend, sleeper train, writing partners, quick wedding",Norman Jewison,"Burt Reynolds, Goldie Hawn, Jessica Tandy, Barnard Hughes, Audra Lindley","Warner Bros. Pictures, Timberlane Productions"
