Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
2022-07-29,Moon Man,6.907,0,460300583,"Science Fiction, Comedy, Drama","moon, stranded in orbit, based on webcomic or webtoon",Zhang Chiyu,"Shen Teng, Ma Li, Chang Yuan, Li Chengru, Cailun Huang",Fun Age Pictures
2022-02-10,Uncharted,6.984,120000000,407141258,"Action, Adventure","lighter, treasure hunt, treasure map, based on video game, lost treasure, duringcreditsstinger, missing relative",Ruben Fleischer,"Tom Holland, Mark Wahlberg, Sophia Ali, Tati Gabrielle, Antonio Banderas","Columbia Pictures, Atlas Entertainment, PlayStation Productions, Arad Productions"
2022-04-06,Fantastic Beasts: The Secrets of Dumbledore,6.7,200000000,406950844,"Fantasy, Adventure, Family","prison, witch, berlin, germany, magic, election campaign, curse, bhutan, fantasy world, wizard, magical creature, 1930s, good versus evil",David Yates,"Eddie Redmayne, Jude Law, Mads Mikkelsen, Ezra Miller, Dan Fogler","Warner Bros. Pictures, Heyday Films"
2022-03-30,Sonic the Hedgehog 2,7.553,110000000,405421518,"Action, Adventure, Family, Comedy","mad scientist, sequel, revenge, based on video game, duringcreditsstinger, hedgehog, live action and animation",Jeff Fowler,"Ben Schwartz, James Marsden, Tika Sumpter, Colleen O'Shaughnessey, Idris Elba","Original Film, Blur Studio, Marza Animation Planet, Paramount, SEGA, SEGA of America"
2022-10-19,Black Adam,6.995,200000000,393252111,"Action, Adventure, Science Fiction","lightning, superhero, anti hero, based on comic, demon, superhero team, duringcreditsstinger, dc extended universe (dceu)",Jaume Collet-Serra,"Dwayne Johnson, Aldis Hodge, Noah Centineo, Sarah Shahi, Quintessa Swindell","New Line Cinema, Flynn Picture Company, DC Films, Seven Bucks Productions"
2022-02-01,Too Cool to Kill,6.207,0,393014816,"Action, Comedy",,Xing Wenxiong,"Ma Li, Wei Xiang, Allen Ai Lun, Chen Minghao, Cailun Huang","New Classics Media, Slinky Town Pictures"
2022-11-11,Suzume,7.991,0,321092572,"Animation, Drama, Adventure, Fantasy","door, natural disaster, teenage girl, supernatural creature, anime",Makoto Shinkai,"Nanoka Hara, Hokuto Matsumura, Eri Fukatsu, Shota Sometani, Sairi Ito","CoMix Wave Films, Story, Lawson Entertainment, East Japan Marketing & Communications, voque ting, KADOKAWA, Aniplex, TOHO"
2022-06-22,Elvis,7.582,85000000,288670284,"Drama, Music","rock 'n' roll, biography, based on true story, singer, music business, 1950s, elvis presley, music movie",Baz Luhrmann,"Austin Butler, Tom Hanks, Olivia DeJonge, Helen Thomson, Richard Roxburgh","Warner Bros. Pictures, Bazmark, The Jackal Group"
2022-12-03,The First Slam Dunk,7.715,0,258000000,"Animation, Comedy, Drama","competition, basketball, high school sports, romance, tournament, based on manga, shounen, anime, dunk",Takehiko Inoue,"Shugo Nakamura, Jun Kasama, Shinichiro Kamio, Subaru Kimura, Kenta Miyake","Toei Animation, Toei Company, DandeLion Animation Studio"
2022-06-24,Lighting Up the Stars,7.1,8800000,253816909,Drama,,Jiangjiang Liu,"Zhu Yilong, En You Yang, Wang Ge, Lu Liu, Li Chun'ai",Lian Ray Pictures
