Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1990-07-13,Ghost,7.2,22000000,505000000,"Fantasy, Drama, Thriller, Mystery, Romance","fortune teller, corruption, afterlife, money transfer, money laundering, pottery, hell, heaven, murder, death, ghost, spiritism",Jerry Zucker,"Patrick Swayze, Demi Moore, Whoopi Goldberg, Tony Goldwyn, Vincent Schiavelli",Paramount
1990-11-16,Home Alone,7.414,18000000,476684675,"Comedy, Family","burglar, holiday, family relationships, slapstick comedy, little boy, home invasion, precocious child, booby trap, home alone, suburban chicago, mischievous child, christmas, kids on their own, child rescue",Chris Columbus,"Macaulay Culkin, Joe Pesci, Daniel Stern, Catherine O'Hara, John Heard","Hughes Entertainment, 20th Century Fox"
1990-03-23,Pretty Woman,7.458,14000000,463406268,"Comedy, Romance","hotel, friendship, prostitute, sports car, capitalism, expensive restaurant, workaholic, fire escape, los angeles, california, beverly hills, piano, bubble bath",Garry Marshall,"Richard Gere, Julia Roberts, Ralph Bellamy, Jason Alexander, Laura San Giacomo","Touchstone Pictures, Silver Screen Partners IV"
1990-03-30,Dances with Wolves,7.846,22000000,424200000,"Adventure, Drama, Western","friendship, mutiny, countryside, based on novel or book, unsociability, wolf, culture clash, self-discovery, freedom, desertion, language barrier, dakota, buffalo, native american, kansas, usa, sioux, tennessee, snow, pawnee tribe, 19th century, lakota, bison, early america",Kevin Costner,"Kevin Costner, Mary McDonnell, Graham Greene, Rodney A. Grant, Floyd 'Red Crow' Westerman","Tig Productions, Majestic Films International, Allied Filmmakers"
1990-06-01,Total Recall,7.288,65000000,261317921,"Action, Adventure, Science Fiction","double life, planet mars, based on novel or book, oxygen, resistance, telepathy, falsely accused, dystopia, villainess, mutant, hologram, space travel, space colony, utopia, fake identity, secret agent, futuristic, cyberpunk, fictional war, false memory, robot cop, implanted memory, action hero, virtual world, 2080s",Paul Verhoeven,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Ronny Cox, Michael Ironside","Carolco Pictures, Ronald Shusett/Gary Goldman"
1990-05-25,Back to the Future Part III,7.465,40000000,244527583,"Adventure, Comedy, Science Fiction","california, saloon, sports car, inventor, horseback riding, indian territory, locomotive, time travel, native american, mad scientist, sequel, outlaw, shootout, gunfight, train, wild west, cavalry, 1950s, hoverboard",Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Thomas F. Wilson, Mary Steenburgen, Lea Thompson","Universal Pictures, Amblin Entertainment"
1990-07-03,Die Hard 2,6.929,70000000,240031094,"Action, Thriller","journalist, helicopter, airport, based on novel or book, ambush, hand grenade, fistfight, cop, sequel, snow, shootout, officer involved shooting, los angeles, california, terrorism, explosion, church, sabotage, commando, walkie talkie, air traffic control, christmas, snowmobile, action hero",Renny Harlin,"Bruce Willis, Bonnie Bedelia, William Sadler, Art Evans, Dennis Franz","Gordon Company, Silver Pictures, 20th Century Fox"
1990-07-27,Presumed Innocent,6.771,22000000,221303188,"Mystery, Crime, Thriller","infidelity, based on novel or book, loss of loved one, lover (female), investigation, murder, lawyer, detroit, michigan, courtroom, courtroom drama, legal thriller",Alan J. Pakula,"Harrison Ford, Brian Dennehy, Raúl Juliá, Bonnie Bedelia, Paul Winfield","Mirage Enterprises, Warner Bros. Pictures"
1990-03-30,Teenage Mutant Ninja Turtles,6.6,13500000,201965915,"Science Fiction, Action, Adventure, Comedy, Family","new york city, martial arts, skateboarding, brother, superhero, mutant, cartoon, pizza delivery, turtle, based on comic, ninja, sewer, vigilante justice, anthropomorphic animal",Steve Barron,"Judith Hoag, Elias Koteas, Josh Pais, Brian Tochi, Corey Feldman","New Line Cinema, Orange Sky Golden Harvest, Mirage Studios"
1990-12-21,Kindergarten Cop,6.071,15000000,201957688,Comedy,"drug dealer, dying and death, police, crime fighter, kiss, kindergarten, education, teacher",Ivan Reitman,"Arnold Schwarzenegger, Penelope Ann Miller, Pamela Reed, Linda Hunt, Richard Tyson","Universal Pictures, Imagine Entertainment"
