Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1990-03-02,The Hunt for Red October,7.391,30000000,200500000,"Action, Adventure, Thriller","based on novel or book, submarine, spy, cold war, u.s. navy, defection, jack ryan, 1980s, political thriller",John McTiernan,"Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill, James Earl Jones","Paramount, Mace Neufeld Productions, Nina Saxon Film Design"
1990-06-27,Days of Thunder,6.356,60000000,157920733,"Adventure, Action, Drama","sports, stock car racing, daytona, car crash, rivalry, revenge, racing, race car driver, nascar, racer, stock car, phoenix, arizona, motorsport",Tony Scott,"Tom Cruise, Robert Duvall, Nicole Kidman, Randy Quaid, Cary Elwes","Paramount, Don Simpson/Jerry Bruckheimer Films"
1990-06-08,Another 48 Hrs.,5.99,38000000,153518974,"Thriller, Action, Comedy, Crime, Drama","prison, drug dealer, san francisco, california, gas station, investigation, betrayal, shootout, motorcycle, convict, buddy cop, tough cop, blast",Walter Hill,"Eddie Murphy, Nick Nolte, Brion James, Kevin Tighe, Ed O'Ross","Paramount, Eddie Murphy Productions"
1990-05-18,Bird on a Wire,6.199,20000000,138700000,"Action, Adventure, Comedy, Romance","martial arts, helicopter, poison, veterinarian, drug addiction, zoo, witness protection, ladies' man, alzheimer's disease, motorcycle, detroit, michigan, machine gun, piranha, opposites attract, road movie, disguises",John Badham,"Mel Gibson, Goldie Hawn, David Carradine, Bill Duke, Stephen Tobolowsky","Universal Pictures, Interscope Communications, The Badham-Cohen Group"
1990-12-25,The Godfather Part III,7.425,54000000,136766062,"Crime, Drama, Thriller","daughter, new york city, helicopter, assassination, italian american, italy, gangster, christianity, vatican, pope, confession, symbolism, revenge, organized crime, mafia, lawyer, catholic church",Francis Ford Coppola,"Al Pacino, Diane Keaton, Talia Shire, Andy García, Eli Wallach","Paramount, American Zoetrope"
1990-12-14,Look Who's Talking Too,5.5,12000000,120900000,"Romance, Comedy","baby, sibling relationship, pregnancy, family, woman director",Amy Heckerling,"Kirstie Alley, John Travolta, Bruce Willis, Roseanne Barr, Gilbert Gottfried",TriStar Pictures
1990-11-16,Rocky V,5.769,42000000,119946358,Drama,"career, friendship, philadelphia, pennsylvania, transporter, cataclysm, sports, restart, parent child relationship, praise, trainer, bankrupt, boxer, training, street riots, world champion, challenger, sponsorship, challenge, champion, tax consultant, boxing school, father figure, boxing",John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Richard Gant, Tommy Morrison","United Artists, Winkler Films"
1990-04-05,Dick Tracy,6.134,47000000,103738726,"Adventure, Comedy, Crime","martial arts, corruption, fight, gangster, crime fighter, investigation, villain, based on comic, organized crime, one man army, criminal, police detective, one against many, urban setting, policeman, action hero, good versus evil",Warren Beatty,"Warren Beatty, Madonna, Al Pacino, Glenne Headly, Charlie Korsmo","Touchstone Pictures, Mulholland Productions, Silver Screen Partners IV"
1990-10-25,The Cyprus Tigers,6.0,0,91285865,"Comedy, Action, Adventure","martial arts, femme fatale, undercover cop, sidekick","Phillip Ko, Luk Chuen","Simon Yam, Conan Lee, Cheung Chi-Tak, Phillip Ko, Luk Chuen","D & B Films, Regent Film Limited"
1990-07-27,Problem Child,6.017,10000000,72000000,"Comedy, Family","ransom, kidnapping, orphanage, foster parents, dark comedy, child hero, baby-snatching, spoiled child, slapstick comedy, pflegesohn, serial killer, problem child, mischievous child, neighborhood, child, 1990s",Dennis Dugan,"John Ritter, Jack Warden, Michael J. Oliver, Gilbert Gottfried, Amy Yasbeck","Universal Pictures, Imagine Entertainment"
