Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1987-12-16,Moonstruck,6.855,15000000,80640528,"Comedy, Drama, Romance","new york city, italian american, lover, full moon, man woman relationship, family relationships, italian restaurant, makeover, italian family, marriage engagement, the metropolitan opera",Norman Jewison,"Cher, Nicolas Cage, Vincent Gardenia, Olympia Dukakis, Danny Aiello","Star Partners, Metro-Goldwyn-Mayer"
1987-04-02,Police Academy 4: Citizens on Patrol,5.483,17000000,76800000,"Comedy, Crime","handcuffs, police chief, police operation, police everyday life, police headquarter",Jim Drake,"Steve Guttenberg, Bubba Smith, Michael Winslow, David Graf, Tim Kazurinsky",Warner Bros. Pictures
1987-06-03,The Untouchables,7.771,25000000,76270454,"Crime, Drama, History, Thriller","chicago, illinois, prohibition era, gangster, baseball bat, white suit, tough cop, treasury agent, untouchable, tax evasion, jury tampering, 1930s",Brian De Palma,"Kevin Costner, Sean Connery, Charles Martin Smith, Andy García, Robert De Niro","Paramount, The Linson Company"
1987-12-16,Broadcast News,6.719,20000000,67330500,"Comedy, Romance","journalist, washington dc, usa, love triangle, workaholic, journalism, television producer, neurotic, tv news anchor",James L. Brooks,"William Hurt, Albert Brooks, Holly Hunter, Robert Prosky, Lois Chiles","Amercent Films, American Entertainment Partners L.P., Gracie Films, 20th Century Fox"
1987-12-09,Empire of the Sun,7.513,35000000,66700000,"Drama, History, War","based on novel or book, shanghai, china, stadium, bravery, peasant, prisoner of war, coming of age, pacific war, chinese, japanese army, japanese soldier, japanese surrender, salt mine, internment camp, child protagonist, children in wartime, japanese occupation of china, suzhou, china",Steven Spielberg,"Christian Bale, John Malkovich, Miranda Richardson, Nigel Havers, Joe Pantoliano","Warner Bros. Pictures, Amblin Entertainment"
1987-06-23,Dragnet,5.928,20000000,66673516,"Action, Comedy, Crime","molotow cocktail, buddy cop, health food, speech impediment, reverend, ice sculpture, orange county, california, female police commissioner, homage, yugo",Tom Mankiewicz,"Dan Aykroyd, Tom Hanks, Christopher Plummer, Harry Morgan, Alexandra Paul",Universal Pictures
1987-08-05,Stakeout,6.439,14500000,65700000,"Action, Comedy, Romance","prison, police, killing, shower, seattle, washington, prison escape, murder, police chase, killer, police detective, stakeout, buddy cop, prisoner on the run, voyeurism, logging",John Badham,"Richard Dreyfuss, Emilio Estevez, Madeleine Stowe, Aidan Quinn, Dan Lauria","Silver Screen Partners II, Touchstone Pictures"
1987-12-18,*batteries not included,6.647,25000000,65088797,"Science Fiction, Comedy, Family, Fantasy","spacecraft, new york city, extraterrestrial technology, alien life-form, apartment building, elderly couple, property development",Matthew Robbins,"Hume Cronyn, Jessica Tandy, Frank McRae, Elizabeth Peña, Michael Carmine","Amblin Entertainment, Universal Pictures"
1987-06-12,The Witches of Eastwick,6.5,22000000,63766510,"Comedy, Fantasy","witch, based on novel or book, rhode island, new england, cherry, voodoo doll",George Miller,"Jack Nicholson, Cher, Susan Sarandon, Michelle Pfeiffer, Veronica Cartwright","Kennedy Miller Productions, The Guber-Peters Company, Warner Bros. Pictures"
1987-12-11,Throw Momma from the Train,6.2,14000000,57915972,"Comedy, Crime","writer's block, train, overbearing mother, ex-wife, aspiring writer, mystery writer, crime fiction writer, dominant mother, murder swap",Danny DeVito,"Danny DeVito, Billy Crystal, Kim Greist, Anne Ramsey, Kate Mulgrew",Orion Pictures
