Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1973-05-09,Paper Moon,7.9,2500000,30900000,"Comedy, Crime, Drama","friendship, funeral, missouri, bible, con man, carnival, great depression, aunt, road trip, kansas, usa, con, tween girl",Peter Bogdanovich,"Ryan O'Neal, Tatum O'Neal, Madeline Kahn, John Hillerman, Jessie Lee Fulton","The Directors Company, Saticoy Productions, Paramount"
1973-12-18,Serpico,7.543,3000000,29800000,"Crime, Drama, History","new york city, corruption, hippie, police, idealism, idealist, money, undercover cop, internal affairs, police corruption, social justice, police vigilantism, whistleblower, fighting the system",Sidney Lumet,"Al Pacino, John Randolph, Jack Kehoe, Biff McGuire, Barbara Eda-Young","De Laurentiis Entertainment Group, Artists Entertainment Complex, Produzioni De Laurentiis - International Manufacturing Company, Paramount"
1973-12-11,The Three Musketeers,6.8,0,22018000,"Action, Adventure, Comedy","france, paris, france, based on novel or book, swordplay, fight, satire, dressmaker, louis xiii, sword fight, swordsman, musketeer, extramarital affair, swashbuckler, diamond theft, sword duel, queen of france, diamond necklace, cardinal, 17th century, queen jewels, queen anne, 1620s, swordsplay, swordsman/swordswoman supporting character",Richard Lester,"Michael York, Oliver Reed, Richard Chamberlain, Frank Finlay, Faye Dunaway","Film Trust S.A., 20th Century Fox, Alexander, Michael and Ilya Salkind Productions"
1973-08-17,Enter the Dragon,7.4,10000000,21485066,Action,"island, martial arts, kung fu, temple, monk, spy, shaolin, sister, hong kong, shaolin monk, east asian lead, martial arts tournament, crime lord",Robert Clouse,"Bruce Lee, John Saxon, Jim Kelly, Sek Kin, Ahna Capri","Concord Productions, Warner Bros. Pictures, Orange Sky Golden Harvest, Sequoia Pictures"
1973-12-17,Sleeper,6.902,2000000,18344729,"Comedy, Science Fiction","future, government, revolution, dystopia, satire, control, robot, tyranny, cyrogenics, anarchic comedy",Woody Allen,"Woody Allen, Diane Keaton, John Beck, Mary Gregory, Brian Avery","Rollins-Joffe Productions, United Artists"
1973-05-25,A Touch of Class,6.3,0,18312000,"Comedy, Romance","taxi, spain, resort, love affair",Melvin Frank,"George Segal, Glenda Jackson, Paul Sorvino, K Callan, Cec Linder","Brut Productions, Joseph E. Levine Productions"
1973-05-15,The Day of the Jackal,7.494,0,16056255,"Action, Thriller","assassin, assassination, france, paris, france, based on novel or book, police, hitman, traitor, castle, fake identity, disguise, denunciation",Fred Zinnemann,"Edward Fox, Terence Alexander, Michel Auclair, Alan Badel, Tony Britton","Universal Productions France S.A., Warwick Productions, Warwick Film Productions, Universal Pictures"
1973-04-19,High Plains Drifter,7.4,5500000,15700000,"Western, Drama, Mystery","gunslinger, outlaw",Clint Eastwood,"Clint Eastwood, Verna Bloom, Marianna Hill, Mitchell Ryan, Jack Ging","Malpaso Productions, Universal Pictures"
1973-04-10,Class of '44,5.2,0,13843000,Drama,"world war ii, college, autobiography, sequel, coming of age, 1940s",Paul Bogart,"Gary Grimes, Jerry Houser, Oliver Conant, Deborah Winters, William Atherton",Warner Bros. Pictures
1973-08-15,Jesus Christ Superstar,7.038,0,13200000,"Music, Drama","dance, israel, christianity, crucifixion, musical, judas, religion, rock opera, jesus christ, non-traditional casting",Norman Jewison,"Ted Neeley, Carl Anderson, Yvonne Elliman, Barry Dennen, Bob Bingham",Universal Pictures
