Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1992-06-04,Patriot Games,6.68,45000000,178100000,"Drama, Action, Thriller, Crime","assassin, assassination, washington dc, usa, based on novel or book, psychopath, repayment, revenge, terrorism, ira (irish republican army), jack ryan",Phillip Noyce,"Harrison Ford, Anne Archer, Thora Birch, Sean Bean, Patrick Bergin","Paramount, Mace Neufeld Productions"
1992-05-22,Alien³,6.355,50000000,159773545,"Science Fiction, Action, Horror","prison, android, spacecraft, dystopia, imprisonment, space travel, space colony, redemption, rottweiler, sequel, alien, space, creature, planet, shaved head, crash landing, impregnation, penal colony, furnace, suspended animation, xenomorph",David Fincher,"Sigourney Weaver, Charles S. Dutton, Charles Dance, Lance Henriksen, Paul McGann","20th Century Fox, Brandywine Productions"
1992-08-07,Unforgiven,7.913,14400000,159157447,Western,"prostitute, sheriff, right and justice, regret, wyoming, usa, kansas, usa, revenge, mutilation, one last job, reputation, 19th century, englishman, pig farmer",Clint Eastwood,"Clint Eastwood, Gene Hackman, Morgan Freeman, Jaimz Woolvett, Richard Harris","Warner Bros. Pictures, Malpaso Productions"
1992-10-08,Under Siege,6.252,35000000,156563139,"Action, Thriller","martial arts, war ship, mercenary, nuclear missile, u.s. navy, hostage-taking, terrorism, one against many, battleship, action hero, good versus evil",Andrew Davis,"Steven Seagal, Tommy Lee Jones, Gary Busey, Erika Eleniak, Colm Meaney","Alcor Films, Regency Enterprises, Warner Bros. Pictures, StudioCanal"
1992-07-30,Death Becomes Her,6.8,55000000,149022650,"Comedy, Fantasy, Horror","jealousy, immortality, beauty, rivalry, potion, drinking",Robert Zemeckis,"Goldie Hawn, Bruce Willis, Meryl Streep, Isabella Rossellini, Ian Ogilvy",Universal Pictures
1992-04-03,Beethoven,5.787,0,147214049,"Family, Comedy","puppy, st. bernard, family, pets",Brian Levant,"Charles Grodin, Bonnie Hunt, Dean Jones, Nicholle Tom, Christopher Castile","Northern Lights Entertainment, Universal Pictures"
1992-05-22,Far and Away,6.737,60000000,137783840,"Adventure, Drama, Romance, Western","father murder, suspicion of murder, american dream, kiss, lovers",Ron Howard,"Tom Cruise, Nicole Kidman, Thomas Gibson, Robert Prosky, Barbara Babcock","Imagine Entertainment, Universal Pictures"
1992-12-23,Scent of a Woman,7.772,31000000,134095253,Drama,"new york city, blindness and impaired vision, boarding school, tango, thanksgiving, colonel, prank, blind, tears, new england, change of heart, preparatory school, ex military, blind man",Martin Brest,"Chris O'Donnell, Al Pacino, James Rebhorn, Gabrielle Anwar, Philip Seymour Hoffman","Universal Pictures, City Light Films"
1992-07-01,A League of Their Own,7.174,40000000,132440069,"Comedy, Drama","sports, baseball, world war ii, baseball player, female athlete, home front, woman director, 1940s",Penny Marshall,"Tom Hanks, Geena Davis, Madonna, Lori Petty, Rosie O'Donnell","Columbia Pictures, Parkway Productions"
1992-12-16,Forever Young,6.473,0,127956187,"Adventure, Fantasy, Drama, Science Fiction, Romance","airplane, experiment, test person, u.s. air force, cryogenics, suspended animation",Steve Miner,"Mel Gibson, Jamie Lee Curtis, Elijah Wood, Isabel Glasser, George Wendt","Icon Entertainment International, Warner Bros. Pictures"
