Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1993-06-11,Jurassic Park,7.9,63000000,920100000,"Adventure, Science Fiction","exotic island, island, triceratops, brontosaurus, electric fence, dna, tyrannosaurus rex, paleontology, dinosaur, amusement park, theme park",Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough, Bob Peck","Universal Pictures, Amblin Entertainment"
1993-11-24,Mrs. Doubtfire,7.19,25000000,441286195,"Comedy, Drama, Family","mask, parent child relationship, san francisco, california, social worker, transvestite, nanny, restaurant, fake identity, custody battle, responsibility, voice acting, divorced couple",Chris Columbus,"Robin Williams, Sally Field, Pierce Brosnan, Lisa Jakub, Matthew Lawrence","20th Century Fox, Blue Wolf Productions"
1993-08-06,The Fugitive,7.461,44000000,368875760,"Action, Thriller, Drama","chicago, illinois, escape, chase, doomed man, surgeon, death sentence, u.s. marshal, flashback, remake, betrayal, fugitive, on the run, conspiracy, police corruption, doctor, home invasion, disguise, one armed man, framed for murder, action hero, manhunt",Andrew Davis,"Harrison Ford, Tommy Lee Jones, Joe Pantoliano, Jeroen Krabbé, Daniel Roebuck",Warner Bros. Pictures
1993-12-15,Schindler's List,8.571,22000000,321365567,"Drama, History, War","factory, hero, based on novel or book, nazi, concentration camp, ss (nazi schutzstaffel), holocaust (shoah), world war ii, ghetto, jew persecution, kraków, poland, defense industry, auschwitz-birkenau concentration camp, biography, based on true story, industrialist, historical fiction, black and white, train, poland, weapons manufacturer",Steven Spielberg,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall",Amblin Entertainment
1993-06-30,The Firm,6.739,42000000,270248367,"Drama, Mystery, Thriller","fbi, tennessee, lawyer, law firm, bar exam, legal thriller",Sydney Pollack,"Tom Cruise, Jeanne Tripplehorn, Gene Hackman, Hal Holbrook, Terry Kinney","Mirage Enterprises, Paramount, Davis Entertainment, Scott Rudin Productions"
1993-04-07,Indecent Proposal,6.3,38000000,266614059,"Romance, Drama","adultery, love of one's life, gambling, roulette, las vegas, millionaire",Adrian Lyne,"Robert Redford, Demi Moore, Woody Harrelson, Seymour Cassel, Oliver Platt",Paramount
1993-05-28,Cliffhanger,6.485,70000000,255000211,"Action, Adventure, Thriller","airplane, mountain, rocky mountains, hijacking, suitcase, climbing, heist, money, snow, mountain climbing",Renny Harlin,"Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner, Rex Linn","RCS Video, Cliffhanger Productions, Pioneer, Canal+, Carolco Pictures"
1993-06-24,Sleepless in Seattle,6.736,21000000,227799884,"Comedy, Drama, Romance","journalist, friendship, lovesickness, airplane, love of one's life, unsociability, parent child relationship, loss of loved one, holiday, radio station, radio presenter, christmas party, seattle, washington, baltimore, usa, fiancé, radio, radio transmission, observation deck, valentine's day, woman director",Nora Ephron,"Tom Hanks, Meg Ryan, Bill Pullman, Ross Malinger, Rosie O'Donnell",TriStar Pictures
1993-12-22,Philadelphia,7.725,26000000,206678440,Drama,"philadelphia, pennsylvania, court, jurors, aids, pennsylvania, usa, homophobia, lawsuit, partner, hiv, lawyer, dying, lgbt, discrimination, judiciary, 1980s, courtroom drama, gay theme",Jonathan Demme,"Tom Hanks, Denzel Washington, Jason Robards, Mary Steenburgen, Antonio Banderas",TriStar Pictures
1993-09-17,The Pelican Brief,6.594,45000000,195268056,Thriller,"judge, professor, mission of murder, supreme court, legal thriller",Alan J. Pakula,"Julia Roberts, Denzel Washington, Sam Shepard, John Heard, Tony Goldwyn",Warner Bros. Pictures
