Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1986-12-12,The Golden Child,5.898,25000000,79817939,"Action, Adventure, Comedy","buddhism, ritual, social worker, monk, anti hero, mystic, wretch, tibet, pocket knife, demon, evil, missing person, dark fantasy, reluctant hero, mysticism",Michael Ritchie,"Eddie Murphy, Charles Dance, Charlotte Lewis, J.L. Reate, Victor Wong","Eddie Murphy Productions, Feldman/Meeker Productions, Paramount"
1986-09-24,The Name of the Rose,7.5,18000000,77200000,"Drama, Thriller, Mystery","based on novel or book, library, christianity, inquisition, monk, poison, secret passage, religion, labyrinth, rich, middle ages, persecution, medieval, franciscan, burned at the stake, poor, murder mystery, grotesque, theological debate, 14th century, master disciple relationship, umberto eco",Jean-Jacques Annaud,"Sean Connery, F. Murray Abraham, Christian Slater, Helmut Qualtinger, Elya Baskin","Cristaldifilm, Les Films Ariane, ZDF, RAI, Constantin Film"
1986-06-26,Ruthless People,6.603,11000000,71600000,Comedy,"businessman, ransom, kidnapping, lover (female), dark comedy, santa monica, california","Jerry Zucker, Jim Abrahams, David Zucker","Danny DeVito, Bette Midler, Judge Reinhold, Helen Slater, Anita Morris","Touchstone Pictures, Silver Screen Partners II"
1986-06-11,Ferris Bueller's Day Off,7.603,6000000,70100000,Comedy,"chicago, illinois, high school, independence, coming of age, breaking the fourth wall, teen movie, fantasy sequence, car theft, skipping school, aftercreditsstinger, duringcreditsstinger, truancy, day in a life, 1980s, teenager",John Hughes,"Matthew Broderick, Alan Ruck, Mia Sara, Jeffrey Jones, Jennifer Grey",Paramount
1986-01-31,Down and Out in Beverly Hills,5.863,14000000,62134225,Comedy,"homeless person, dysfunctional family, swimming pool, remake, wealth, los angeles, california, dog, family, extramarital affair, beverly hills, hobo",Paul Mazursky,"Nick Nolte, Bette Midler, Richard Dreyfuss, Little Richard, Tracy Nelson","Touchstone Pictures, Silver Screen Partners II"
1986-08-15,The Fly,7.389,15000000,60629159,"Horror, Science Fiction","monster, experiment, mutation, mutant, transformation, to beam, remake, creature, scientist, bodily dismemberment, parasite underneath skin, fly (insect), animal horror, melting, body horror",David Cronenberg,"Jeff Goldblum, Geena Davis, John Getz, Joy Boushel, Leslie Carlson","SLM Production Group, Brooksfilms"
1986-03-26,The Money Pit,6.506,10000000,54999651,"Comedy, Romance","rock star, chaos, price, house, home ownership",Richard Benjamin,"Tom Hanks, Shelley Long, Alexander Godunov, Maureen Stapleton, Joe Mantegna","Amblin Entertainment, Universal Pictures"
1986-07-25,Heartburn,5.997,15000000,52600000,"Comedy, Drama, Romance","infidelity, journalist, husband wife relationship",Mike Nichols,"Meryl Streep, Jack Nicholson, Jeff Daniels, Maureen Stapleton, Stockard Channing",Paramount
1986-10-17,The Color of Money,6.846,13800000,52293982,Drama,"sports, pool billiards, hustler, talent",Martin Scorsese,"Paul Newman, Tom Cruise, Mary Elizabeth Mastrantonio, Helen Shaver, John Turturro","Touchstone Pictures, Silver Screen Partners II"
1986-08-08,Stand by Me,7.853,8000000,52287414,"Crime, Drama","friendship, based on novel or book, leech, oregon, usa, coming of age, railroad track, story within the story, flipping coin, campfire story, pie eating, told in flashback, child, 1950s, boys, coin toss",Rob Reiner,"Wil Wheaton, River Phoenix, Jerry O'Connell, Corey Feldman, Kiefer Sutherland","Columbia Pictures, Act III Productions"
