Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
2002-12-16,Catch Me If You Can,7.973,52000000,352114312,"Drama, Crime","fbi, con man, biography, based on true story, attempted jailbreak, engagement party, mislaid trust, christmas, bank fraud",Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye","Parkes/MacDonald Productions, Kemp Company, Splendid Pictures"
2002-12-10,Chicago,7.1,45000000,306776732,"Comedy, Crime, Drama","chicago, illinois, musical, based on play or musical, jail, lawyer, prison matron, jazz age, 1920s",Rob Marshall,"Renée Zellweger, Catherine Zeta-Jones, Richard Gere, Queen Latifah, John C. Reilly","Miramax, Kalis Productions GmbH & Co. Zweite KG, The Producer Circle Co., Zadan / Meron Productions"
2002-07-26,Austin Powers in Goldmember,5.998,63000000,296938801,"Comedy, Crime, Science Fiction","gold, helicopter, sibling relationship, saving the world, submarine, asteroid, undercover, submachine gun, clone, spy, journey in the past, car journey, nightclub, laser, sumo ringer, family history, time travel, conciliation, clowning, overweight man, belgium, parody, james bond spoof, duringcreditsstinger",Jay Roach,"Mike Myers, Beyoncé, Seth Green, Michael York, Mindy Sterling","Eric's Boy, New Line Cinema, Team Todd, Gratitude International, Moving Pictures"
2002-08-09,xXx,5.923,70000000,277448382,"Action, Adventure, Thriller","mission, biological weapon, sports car, cold war, prague, czech republic, nsa agent, adrenaline junkie, thrill seeker",Rob Cohen,"Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson, Michael Roof","Columbia Pictures, Original Film, Revolution Studios, Sony Pictures, Neal H. Moritz Productions"
2002-06-14,Scooby-Doo,6.062,84000000,275650703,"Mystery, Adventure, Comedy","voodoo, amateur detective, talking dog, based on cartoon, resort, criminal investigation, theme park",Raja Gosnell,"Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini, Rowan Atkinson","Mosaic Media Group, Warner Bros. Pictures"
2002-06-21,Lilo & Stitch,7.519,80000000,273144151,"Animation, Family","sibling relationship, mutation, extraterrestrial technology, hawaii, adoption, alien life-form, dog, dead parents, native hawaiian","Chris Sanders, Dean DeBlois","Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers, Kevin McDonald","Walt Disney Pictures, Walt Disney Feature Animation"
2002-10-18,The Ring,6.66,48000000,249348933,"Horror, Mystery","journalist, island, drowning, investigation, supernatural, horse, telephone, paranormal, remake, curse, cabin in the woods, ghost, well, videotape, mysterious death",Gore Verbinski,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox, Jane Alexander","DreamWorks Pictures, MacDonald/Parkes Productions, BenderSpink"
2002-11-08,8 Mile,7.13,41000000,242875078,"Drama, Music","individual, adolescence, rap music, hip-hop, rhyme battle, trailer park, street gang, ethnic stereotype, rapper, ghetto, single, detroit, michigan, 1990s, battle rap",Curtis Hanson,"Eminem, Kim Basinger, Mekhi Phifer, Brittany Murphy, Evan Jones","Mikona Productions, Imagine Entertainment"
2002-06-14,The Bourne Identity,7.466,60000000,214034224,"Action, Drama, Mystery, Thriller","sniper, assassin, amnesia, paris, france, based on novel or book, escape, barcelona, spain, secret identity, passport, mission of murder, lovers, flashback, shootout, foot chase, cell phone, multiple identities, surveillance camera, hamburg, germany, fishing boat, langley virginia, safe deposit box, hand to hand combat, action hero, bourne, jason bourne",Doug Liman,"Matt Damon, Franka Potente, Chris Cooper, Clive Owen, Brian Cox","Universal Pictures, Hypnotic, Kalima Productions, Stillking Films, The Kennedy/Marshall Company"
2002-10-02,Red Dragon,7.016,78000000,209196298,"Crime, Thriller, Horror","psychopath, fbi, murder, serial killer, cannibal, dentures, megalomania, mind game, chloroform, psychotronic film, stethoscope",Brett Ratner,"Edward Norton, Anthony Hopkins, Ralph Fiennes, Emily Watson, Harvey Keitel","Universal Pictures, Metro-Goldwyn-Mayer, Dino De Laurentiis Company, Mikona Productions"
