Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1974-03-29,"Watch Out, We're Mad",7.421,0,36782781,"Action, Comedy","car race, chase, crime boss, car crash, truck driver, dune buggy, bumper car, buddy movie",Marcello Fondato,"Terence Hill, Bud Spencer, John Sharp, Patty Shepard, Donald Pleasence","Capital Film, Filmayer"
1974-11-22,Murder on the Orient Express,7.147,1400000,35700000,"Drama, Thriller, Mystery","based on novel or book, repayment, detective, passenger, investigation, orient express, snow, whodunit, train, murder mystery, 1930s",Sidney Lumet,"Albert Finney, Lauren Bacall, Martin Balsam, Ingrid Bergman, Jacqueline Bisset","EMI Films, G.W. Films, Paramount, Agatha Christie Limited"
1974-10-01,The Texas Chain Saw Massacre,7.292,140000,30900000,Horror,"van, gas station, sadistic, texas, midnight movie, leatherface, hitchhiker, slaughterhouse, chainsaw, cannibal, family, polaroid, grave robber, brutal violence",Tobe Hooper,"Marilyn Burns, Allen Danziger, Paul A. Partain, William Vail, Teri McMinn","Vortex, Henkel Productions, Hooper Productions"
1974-06-20,Chinatown,7.921,6000000,30000000,"Crime, Drama, Mystery, Thriller","dying and death, sea, pedophilia, rape, mistake in person, river, chinatown, barrage, conspiracy, whodunit, los angeles, california, private detective, neo-noir",Roman Polanski,"Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez, John Hillerman","Paramount, Long Road Productions, Penthouse, Robert Evans Company"
1974-03-27,The Great Gatsby,6.305,6500000,26533200,"Drama, Romance","long island, new york, wealth, crush, millionaire",Jack Clayton,"Robert Redford, Mia Farrow, Bruce Dern, Karen Black, Scott Wilson",Paramount
1974-05-23,Thunderbolt and Lightfoot,6.7,4000000,25000000,"Crime, Comedy, Action","friendship, police, road trip, outlaw",Michael Cimino,"Clint Eastwood, Jeff Bridges, Geoffrey Lewis, Catherine Bach, Gary Busey","Malpaso Productions, United Artists"
1974-07-24,Death Wish,6.894,3000000,22000000,"Crime, Drama, Action","new york city, taxi, police, fight, gangster, anti hero, architect, revenge, vigilante, hospital, one man army, one against many, rape and revenge, action hero, vigilante justice",Michael Winner,"Charles Bronson, Hope Lange, Vincent Gardenia, Steven Keats, William Redfield","Landers-Roberts Productions, Dino De Laurentiis Company, Scimitar Films"
1974-12-09,Alice Doesn't Live Here Anymore,6.976,1800000,21000000,"Drama, Romance","waitress, widow, arizona, son, road trip, singer, tucson, arizona, phoenix, arizona",Martin Scorsese,"Ellen Burstyn, Kris Kristofferson, Alfred Lutter, Harvey Keitel, Diane Ladd",Warner Bros. Pictures
1974-08-08,Macon County Line,6.0,225000,18000000,"Drama, Action","sheriff, southern usa, gas station, houseboat, diner, revenge, murder, small town sheriff, military school, death of wife, 1950s",Richard Compton,"Alan Vint, Cheryl Waters, Geoffrey Lewis, Max Baer Jr., Joan Blackman",Max Baer Productions
1974-04-05,The Sugarland Express,6.6,3000000,12800000,"Crime, Drama","prison, police, stadium, kidnapping, hostage, texas, adoption, texas ranger, baby-snatching, based on true story, road trip, on the run, vulgarity, convicted felon, runaway couple, fugitive lovers",Steven Spielberg,"Goldie Hawn, Ben Johnson, Michael Sacks, William Atherton, Gregory Walcott","Universal Pictures, Zanuck/Brown Productions"
