Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1983-05-25,Return of the Jedi,7.893,32350000,572700000,"Adventure, Action, Science Fiction","spacecraft, sibling relationship, rebel, emperor, space battle, matter of life and death, forest, desert, space opera",Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, Anthony Daniels",Lucasfilm Ltd.
1983-04-14,Flashdance,6.488,7000000,201500000,"Drama, Romance","dancing, dance, locksmith, music movie",Adrian Lyne,"Jennifer Beals, Michael Nouri, Sunny Johnson, Kyle T. Heffner, Cynthia Rhodes","Paramount, PolyGram Filmed Entertainment, Don Simpson/Jerry Bruckheimer Films"
1983-06-05,Octopussy,6.32,27500000,187500000,"Adventure, Action, Thriller","circus, atomic bomb, octopus, secret intelligence service, crocodile, eastern block, kgb, snake charmer, hot air balloon, east berlin, british secret service",John Glen,"Roger Moore, Maud Adams, Louis Jourdan, Kristina Wayborn, Kabir Bedi",EON Productions
1983-10-07,Never Say Never Again,6.073,36000000,160000000,"Adventure, Action, Thriller","video game, spy, bahamas, stealing, scuba diving, scuba, british secret service",Irvin Kershner,"Sean Connery, Klaus Maria Brandauer, Max von Sydow, Barbara Carrera, Kim Basinger","TaliaFilm II Productions, Woodcote, PSO, Warner Bros. Pictures"
1983-12-08,Sudden Impact,6.555,22000000,150000000,"Thriller, Crime, Action","heart, chase, revitalization",Clint Eastwood,"Clint Eastwood, Sondra Locke, Pat Hingle, Bradford Dillman, Paul Drake","Warner Bros. Pictures, Malpaso Productions"
1983-06-03,WarGames,7.068,12000000,124600000,"Thriller, Science Fiction, Drama","artificial intelligence (a.i.), computer, government, hacker, video game, cold war, fbi, prosecution, norad, nuclear threat",John Badham,"Matthew Broderick, Dabney Coleman, John Wood, Ally Sheedy, Barry Corbin","United Artists, Sherwood Productions"
1983-11-20,Terms of Endearment,7.1,8000000,108423749,"Drama, Comedy","based on novel or book, parent child relationship, loss of loved one, texas, cancer, astronaut, single mother, neighbor neighbor relationship, narcissistic mother",James L. Brooks,"Shirley MacLaine, Debra Winger, Jack Nicholson, Danny DeVito, Jeff Daniels",Paramount
1983-06-07,Trading Places,7.204,15000000,90404800,Comedy,"prostitute, philadelphia, pennsylvania, butler, christmas party, rags to riches, broker, beggar, wager, stockbroker, fish out of water, millionaire, commodities, investor, big shot, hoodlum, wrongful arrest, rich snob, gorilla costume, christmas, riches to rags, santa claus costume",John Landis,"Dan Aykroyd, Eddie Murphy, Ralph Bellamy, Don Ameche, Denholm Elliott","Cinema Group Ventures, Paramount"
1983-07-22,Jaws 3-D,4.446,20500000,87987055,"Thriller, Horror","florida, diving, dolphin, sequel, scuba diving, creature, swimming, shark, great white shark, killer shark, giant animal, theme park, water skiing, boat trouble, sea world, orlando florida",Joe Alves,"Dennis Quaid, Bess Armstrong, Simon MacCorkindale, Louis Gossett Jr., John Putch","MCA  Theatricals, Universal Pictures, Alan Landsburg Productions"
1983-06-17,Superman III,5.495,39000000,75850624,"Comedy, Science Fiction, Action, Adventure","saving the world, superhero, super computer, identity crisis, loss of powers, based on comic, sequel, hacking, super power, bowling alley, superhuman strength",Richard Lester,"Christopher Reeve, Richard Pryor, Jackie Cooper, Marc McClure, Annette O'Toole","Dovemead Films, Alexander and Ilya Salkind Productions"
1983-12-09,Scarface,8.167,25000000,66023329,"Action, Crime, Drama","corruption, sibling relationship, miami, florida, cuba, loss of loved one, gangster, cocaine, rise and fall, remake, drug cartel, mafia, drug lord, bitterness, rise to power, miami beach, cuban refugees, drug war",Brian De Palma,"Al Pacino, Steven Bauer, Michelle Pfeiffer, Mary Elizabeth Mastrantonio, Robert Loggia",Universal Pictures
1983-07-11,Staying Alive,5.7,22000000,64900000,"Drama, Music","career, dancing master, nightclub, disco, broadway",Sylvester Stallone,"John Travolta, Cynthia Rhodes, Finola Hughes, Steve Inwood, Julie Bovasso",Paramount
