Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
2020-02-05,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),6.951,75000000,205372791,"Action, Crime","police, pickpocket, chase, joker, psychopath, superhero, nightclub, gang leader, based on comic, breaking the fourth wall, betrayal, vigilante, mobster, organized crime, shootout, female protagonist, orphan, criminal, police officer, police detective, spin off, hyena, held at gunpoint, henchman, exploding body, death of family, crime family, female police officer, nightclub owner, crime lord, woman director, hand to hand combat, vigilantism, suspended cop, murder of family, dc extended universe (dceu), dumped by boyfriend, loss of family, supernatural power, female antihero, vigilantes, betrayal of trust, gotham city, vigilante justice, jailbreak, suspended from job",Cathy Yan,"Margot Robbie, Ewan McGregor, Mary Elizabeth Winstead, Jurnee Smollett, Rosie Perez","Warner Bros. Pictures, DC Films, LuckyChap Entertainment, Clubhouse Pictures, Kroll & Co Entertainment"
2020-12-24,Shock Wave 2,7.202,0,198000000,"Action, Crime",,Herman Yau,"Andy Lau, Lau Ching-wan, Ni Ni, Tse Kwan-Ho, Philip Keung Ho-Man","Universe Entertainment, Alibaba Pictures Group, Bona Film Group"
2020-12-16,Wonder Woman 1984,6.471,200000000,169601036,"Action, Adventure, Fantasy","superhero, based on comic, 1980s, action hero, dc extended universe (dceu)",Patty Jenkins,"Gal Gadot, Chris Pine, Kristen Wiig, Pedro Pascal, Robin Wright","Warner Bros. Pictures, The Stone Quarry, DC Films, Atlas Entertainment"
2020-10-23,Sacrifice,6.0,0,161047608,"War, History, Action","korean war, 抗美援朝, 管虎, war","Guan Hu, Frant Gwo, Lu Yang","Zhang Yi, Wu Jing, Li Jiuxiao, Vision Wei, Deng Chao",China Film Group Corporation
2020-02-26,The Invisible Man,7.126,7000000,144500000,"Thriller, Science Fiction, Horror","based on novel or book, pregnancy, architect, fake suicide, stalker, murder, domestic abuse, scientist, police detective, death, invisible person, mental hospital, woman in peril, invisible man, independent film",Leigh Whannell,"Elisabeth Moss, Aldis Hodge, Storm Reid, Michael Dorman, Harriet Dyer","Blumhouse Productions, Universal Pictures, Goalpost Pictures, Nervous Tick, Screen Australia"
2020-02-29,Onward,7.72,200000000,141940042,"Family, Animation, Adventure, Comedy, Fantasy","elves, magic, dead father, dead parent, fantasy world, teenage protagonist, brother brother relationship",Dan Scanlon,"Tom Holland, Chris Pratt, Julia Louis-Dreyfus, Octavia Spencer, Mel Rodriguez","Walt Disney Pictures, Pixar"
2020-12-25,Soul,8.1,150000000,121000000,"Animation, Family, Comedy, Fantasy, Drama","new york city, jazz, musician, cat, self-discovery, jazz singer or musician, teacher, life after death",Pete Docter,"Jamie Foxx, Tina Fey, Graham Norton, Rachel House, Alice Braga","Walt Disney Pictures, Pixar"
2020-01-01,The Gentlemen,7.68,22000000,115171795,"Action, Crime, Comedy","london, england, robbery, businessman, dark comedy, betrayal, marijuana, business, jewish american, gunfight, brutality, american abroad, irishman, scheme, gangsters",Guy Ritchie,"Matthew McConaughey, Charlie Hunnam, Henry Golding, Michelle Dockery, Jeremy Strong","Miramax, Toff Guy Films, Coach Films, MadRiver International, STX Films"
2020-02-19,The Call of the Wild,7.6,109000000,111200000,"Adventure, Family, Drama","based on novel or book, gold rush, dog, sled dogs, yukon, canada, 19th century, pets",Chris Sanders,"Harrison Ford, Dan Stevens, Colin Woodell, Karen Gillan, Omar Sy","3 Arts Entertainment, 20th Century Studios, TSG Entertainment, Halon Entertainment"
2020-09-08,The Light,0.0,1,100000000,Horror,,"Umaro ""Scooby Legs"" Doo","Umaro ""Scooby Legs"" Doo, Noah, Dylan",
