Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
2006-05-17,Over the Hedge,6.549,80000000,343397247,"Family, Comedy, Animation","suburbian idyll, garbage, entrapment, squirrel, garden, grizzly bear, turtle, forest, racoon, suburb, animal","Karey Kirkpatrick, Tim Johnson","Bruce Willis, Garry Shandling, Steve Carell, Wanda Sykes, William Shatner",DreamWorks Animation
2006-06-29,The Devil Wears Prada,7.389,35000000,326706115,"Comedy, Drama, Romance","new york city, journalist, paris, france, based on novel or book, journalism, fashion journal, assistant, job entrant, job interview, editor-in-chief, fashion, fashion magazine, bullied, city life, fashion industry",David Frankel,"Anne Hathaway, Meryl Streep, Emily Blunt, Stanley Tucci, Simon Baker","Fox 2000 Pictures, Dune Entertainment, Major Studio Partners, Peninsula Films, 20th Century Fox"
2006-12-14,The Pursuit of Happyness,7.902,55000000,307077295,Drama,"work, worker, homeless person, single parent, san francisco, california, bus, homelessness, church service, bad luck, biography, based on true story, salesman, stockbroker, poor",Gabriele Muccino,"Will Smith, Jaden Smith, Thandiwe Newton, Brian Howe, James Karen","Escape Artists, Relativity Media, Columbia Pictures, Overbrook Entertainment"
2006-10-04,The Departed,8.167,90000000,291465000,"Drama, Thriller, Crime","police, undercover, boston, massachusetts, gangster, irish-american, crime boss, friends, remake, mobster, organized crime, mafia, undercover cop, mole, state police, police training, realtor",Martin Scorsese,"Jack Nicholson, Leonardo DiCaprio, Matt Damon, Mark Wahlberg, Vera Farmiga","Vertigo Entertainment, Media Asia Films, Initial Entertainment Group, Warner Bros. Pictures, Plan B Entertainment"
2006-11-01,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.764,18000000,262552893,Comedy,"journalist, california, prostitute, rodeo, kazakhstan, demeanor course, chicken, driving school, satire, mockumentary, social satire, anti-semitism, bear, reporter, aftercreditsstinger, duringcreditsstinger",Larry Charles,"Sacha Baron Cohen, Ken Davitian, Luenell, Pamela Anderson, Bob Barr","20th Century Fox, Everyman Pictures, Dune Entertainment, Four by Two Films, Major Studio Partners, One America"
2006-12-14,Eragon,5.082,100000000,249288105,"Fantasy, Action, Adventure, Family","princess, epic, based on novel or book, elves, magic, kingdom, telepathy, bravery, mythology, black magic, mythical creature, dragon, fictional war, teacher student relationship, fantasy world, wizard, teenage hero, high fantasy, sword and sorcery, based on young adult novel, good versus evil, dragon rider",Stefen Fangmeier,"Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle, John Malkovich","Fox 2000 Pictures, Davis Entertainment, Dune Entertainment, Major Studio Partners, Mid Atlantic Films, 20th Century Fox, Ingenious Media"
2006-06-23,Click,6.3,82500000,240685326,"Comedy, Drama, Fantasy","dying and death, regret, workaholic, heart attack, architect, liposuction, time travel, remote control, obesity, hospital, wedding, dog, second chance, alternate reality, fatherhood",Frank Coraci,"Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler","Original Film, Revolution Studios, Columbia Pictures, Happy Madison Productions"
2006-06-01,The Break-Up,5.866,52000000,205668210,"Romance, Comedy","chicago, illinois, new love, break-up, argument, ex-boyfriend ex-girlfriend relationship, condominium",Peyton Reed,"Jennifer Aniston, Vince Vaughn, Joey Lauren Adams, Ann-Margret, Jason Bateman","Universal Pictures, Mosaic Media Group, Wild West Picture Show Productions"
2006-09-27,Open Season,6.139,85000000,197309027,"Animation, Family, Adventure, Comedy","hunter, chase, bunny, garage, mountain, grizzly bear, forest, deer, bear, hunt","Jill Culton, Roger Allers","Martin Lawrence, Ashton Kutcher, Gary Sinise, Debra Messing, Billy Connolly","Sony Pictures Animation, Columbia Pictures"
2006-12-08,The Holiday,7.08,85000000,194168700,"Comedy, Romance","london, england, holiday, movie business, christmas party, country house, surrey, los angeles, california, multiple storylines, woman director, christmas, house swapping",Nancy Meyers,"Cameron Diaz, Kate Winslet, Jude Law, Jack Black, Eli Wallach","Waverly Films, Columbia Pictures, Universal Pictures, Relativity Media"
