Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1977-05-25,Star Wars,8.204,11000000,775398007,"Adventure, Action, Science Fiction","empire, galaxy, rebellion, android, hermit, smuggling (contraband), freedom, rebel, superhero, rescue mission, space, planet, desert, super power, oppression, space opera, wizard, totalitarianism",George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness","Lucasfilm Ltd., 20th Century Fox"
1977-12-14,Close Encounters of the Third Kind,7.358,20000000,306889114,"Science Fiction, Drama","wyoming, usa, indiana, usa, flying saucer, beguilement, extraterrestrial technology, obsession, evacuation, blackout, light, secret base, contact, exchange, alien, ufo, vision, missing person, mother ship, escapade, obsessive quest, life turned upside down, lightshow, potatoes",Steven Spielberg,"Richard Dreyfuss, François Truffaut, Teri Garr, Melinda Dillon, Bob Balaban","Julia Phillips and Michael Phillips Productions, Columbia Pictures, EMI Films"
1977-12-16,Saturday Night Fever,6.718,3500000,237100000,"Music, Drama","dancing master, dance performance, lover (female), musical, disco",John Badham,"John Travolta, Karen Lynn Gorney, Barry Miller, Joseph Cali, Julie Bovasso","Robert Stigwood Organization, Paramount"
1977-07-07,The Spy Who Loved Me,6.782,13000000,185438673,"Adventure, Action, Thriller","sea, egypt, assassination, based on novel or book, cairo, submarine, england, tanker, spy, mass murder, secret intelligence service, pyramid, villain, kgb, nuclear missile, sphinx, sardinia, italy, warhead, jet ski, utopia, secret agent, murder, terrorism, shark, killer, british secret service, snow skiing",Lewis Gilbert,"Roger Moore, Barbara Bach, Curd Jürgens, Richard Kiel, Caroline Munro","EON Productions, Danjaq"
1977-05-26,Smokey and the Bandit,6.965,4300000,126737428,"Action, Adventure, Comedy","friendship, sheriff, dancer, smuggling (contraband), escape, 1970s, texas, anti hero, speed, hamburger, bride, beer, biker, road trip, cop, truck, money, double cross, driver, road movie, absurdism, radio cb, coca cola, transparent",Hal Needham,"Burt Reynolds, Sally Field, Jerry Reed, Jackie Gleason, Mike Henry",Universal Pictures
1977-11-27,The Goodbye Girl,6.883,0,102000000,"Comedy, Drama, Romance","ballet dancer, theater play, family abandonment, single mother, precocious child, manhattan, new york city, aspiring actor",Herbert Ross,"Richard Dreyfuss, Marsha Mason, Quinn Cummings, Paul Benedict, Barbara Rhoades","Metro-Goldwyn-Mayer, Rastar Productions"
1977-06-17,The Deep,6.1,9000000,100000000,"Mystery, Thriller, Adventure","treasure, based on novel or book, diving, ocean, shipwreck, bermuda, scuba diving, underwater, drugs, shark, caribbean sea",Peter Yates,"Robert Shaw, Jacqueline Bisset, Nick Nolte, Louis Gossett Jr., Eli Wallach","EMI Films, Casablanca Filmworks, Columbia Pictures"
1977-06-22,The Rescuers,6.758,1200000,71215869,"Fantasy, Family, Animation, Adventure","rescue, kidnapping, mouse, rescue mission, baby-snatching, bottle, energy, mole, cartoon mouse, tide","Wolfgang Reitherman, Art Stevens, John Lounsbery","Bob Newhart, Eva Gabor, Geraldine Page, Joe Flynn, Jeanette Nolan",Walt Disney Productions
1977-06-15,A Bridge Too Far,7.2,22000000,50750000,"Drama, History, War","mission, army, allies, world war ii, netherlands, bridge, tank, based on true story, operation market garden, soldier, arnhem, military operation, 1940s, historical battle",Richard Attenborough,"Dirk Bogarde, James Caan, Michael Caine, Sean Connery, Edward Fox","United Artists, Joseph E. Levine Productions"
1977-10-07,"Oh, God!",6.4,0,41687243,"Fantasy, Comedy",god,Carl Reiner,"John Denver, George Burns, Teri Garr, Donald Pleasence, Ralph Bellamy",Warner Bros. Pictures
1977-04-19,Annie Hall,7.754,4000000,38288028,"Comedy, Drama, Romance","new york city, sports, tennis, narration, job interview, cocaine, neurosis, comedian, romantic comedy, love, singer, breaking the fourth wall, volkswagen beetle, lobster",Woody Allen,"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane, Paul Simon","United Artists, Rollins-Joffe Productions"
1977-12-25,High Anxiety,6.414,4015000,31063038,"Comedy, Mystery, Thriller","hitman, vertigo, lighthouse, industrialist, spoof, bird droppings",Mel Brooks,"Mel Brooks, Madeline Kahn, Cloris Leachman, Harvey Korman, Ron Carey",Crossbow Productions
1977-06-17,Exorcist II: The Heretic,4.532,14000000,30800000,"Drama, Horror, Thriller","1970s, religion and supernatural, exorcism, possession, hypnosis, pact with the devil, sequel, examination, priest, devil, catholic church, demonic possession, locust, faith healing, supernatural horror",John Boorman,"Richard Burton, Linda Blair, Louise Fletcher, Max von Sydow, Kitty Winn",Warner Bros. Pictures
1977-03-11,Airport '77,5.586,6000000,30000000,"Action, Adventure, Drama, Thriller","rescue, airplane, stewardess, painting, pilot, hijacking, u.s. navy, bermuda triangle, sequel, airplane hijacking, disaster, underwater, art thief, millionaire, philanthropist, card playing, airliner, disaster movie, scuba diver",Jerry Jameson,"James Stewart, George Kennedy, Jack Lemmon, Brenda Vaccaro, Pamela Bellwood","Universal Pictures, Jennings Lang Productions"
1977-06-24,Herbie Goes to Monte Carlo,5.871,0,29000000,"Romance, Comedy, Family, Action, Adventure","paris, france, car race, monte carlo, car mechanic, sequel, diamond theft, volkswagen beetle, smart car, monte carlo rally, the love bug",Vincent McEveety,"Dean Jones, Don Knotts, Julie Sommars, Jacques Marin, Roy Kinnear",Walt Disney Productions
1977-02-25,Slap Shot,6.861,0,28000000,"Comedy, Drama","small town, sports, pennsylvania, usa, ice hockey, team owner",George Roy Hill,"Paul Newman, Strother Martin, Michael Ontkean, Jennifer Warren, Lindsay Crouse",Universal Pictures
1977-12-17,The Gauntlet,6.566,5500000,26414658,"Drama, Action, Crime, Thriller","sniper, helicopter, prostitute, showdown, ambush, hitman, chase, bus, mexican standoff, freight train, witness, police protection, biker, beating, organized crime, shootout, las vegas, motorcycle, alcoholic, tough cop, betting, gauntlet, corrupt official, extradition, phoenix, arizona",Clint Eastwood,"Clint Eastwood, Sondra Locke, Pat Hingle, William Prince, Bill McKinney","Malpaso Productions, Warner Bros. Pictures"
1977-07-22,The Hills Have Eyes,6.17,230000,25000000,Horror,"rape, government, mutation, murder, cannibal, dog, desert, camper, set on fire",Wes Craven,"Martin Speer, Russ Grieve, John Steadman, James Whitworth, Virginia Vincent",Blood Relations Co.
1977-08-06,Space Battleship Yamato,8.6,0,23000000,"Action, Animation, Adventure, Science Fiction, Drama, Romance","galaxy, saving the world, spirit, battleship",Toshio Masuda,"Gorō Naya, Kei Tomiyama, Shūsei Nakamura, Yoko Asagami, Ichiro Nagai",Office Academy
1977-10-19,Looking for Mr. Goodbar,6.344,0,22512655,Drama,"cocaine, gigolo, cannabis, teacher, sexual fantasy, disco, singles bar, disco music",Richard Brooks,"Diane Keaton, Tuesday Weld, William Atherton, Richard Kiley, Richard Gere",Paramount
